model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,76.193,76.193,0.9438,2.1201,0.0069,3.085
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,57.982,57.982,0.9425,1.0713,0.1035,0.809
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,84.107,84.107,0.9456,2.4780,0.0145,3.245
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,57.565,57.565,0.9167,0.3596,0.0785,1.843
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,86.061,86.061,0.9431,2.5188,0.0603,2.933
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,56.849,56.849,0.9465,1.0647,0.1165,0.740
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,89.411,89.411,0.9422,2.4869,0.0181,3.020
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,52.560,52.560,0.9479,1.6641,0.1253,0.301
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,71.303,71.303,0.9284,1.8633,0.0300,2.721
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,55.193,55.193,0.9293,0.9021,0.1117,1.256
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,81.421,81.421,0.9471,2.3011,0.0177,3.236
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,57.686,57.686,0.9423,1.4689,0.1168,0.483
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,77.719,77.719,0.9529,1.9650,0.0060,2.830
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,57.329,57.329,0.9479,1.1555,0.1231,0.471
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,59.461,59.461,0.9348,2.2031,0.0121,3.363
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,47.980,47.980,0.9216,0.4217,0.1275,1.953
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,51.909,51.909,0.9239,0.3061,0.1110,1.977
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,79.287,79.287,0.9453,1.4487,0.0226,2.361
20260913_joint4_decoder_l2anchor_dense_seed7,espressomachine/espressomachine,58.679,58.679,0.9482,1.1091,0.0977,0.348
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,55.068,124.932,0.9515,0.5732,0.2238,1.491
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,21.682,21.682,0.9475,0.7888,0.1146,0.311
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,62.571,117.429,0.9423,0.3983,0.0721,2.052
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,43.793,43.793,0.9469,0.9415,0.0742,0.461
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,11.799,168.201,0.9334,0.6647,0.2806,1.281
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,26.364,26.364,0.9442,0.4869,0.1356,0.180
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,45.280,134.720,0.9436,0.5036,0.2598,1.494
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,47.564,47.564,0.9457,0.6335,0.1270,0.362
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,68.777,111.223,0.9422,0.2647,0.0509,1.916
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,33.489,33.489,0.9483,1.2421,0.0444,0.475
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,35.811,144.189,0.9525,0.8344,0.3109,1.216
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,24.333,24.333,0.9527,0.5679,0.1054,0.668
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,59.903,120.097,0.9560,0.7290,0.2508,0.915
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,30.048,30.048,0.9460,0.6348,0.0829,0.369
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,34.895,145.105,0.9338,0.5348,0.1725,1.676
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,21.808,21.808,0.9464,1.2383,0.0908,0.324
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,45.750,134.250,0.9552,0.7695,0.2836,1.304
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,35.132,35.132,0.9470,0.6178,0.1154,0.499
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,48.374,131.626,0.9470,0.5484,0.2385,1.200
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,20.853,20.853,0.9529,0.9051,0.1630,0.712
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,49.750,130.250,0.9399,0.1951,0.0066,2.078
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,21.249,21.249,0.9501,0.6094,0.0828,0.365
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,12.524,167.476,0.9467,1.1347,0.3063,0.892
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,6.244,6.244,0.9599,0.6597,0.1255,0.559
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,56.310,123.690,0.9571,0.5919,0.2186,1.035
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,80.022,80.022,0.9545,0.8563,0.0893,0.545
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,58.191,121.809,0.9465,0.1932,0.0945,1.634
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,47.808,47.808,0.9497,0.8611,0.0102,0.464
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,55.161,124.839,0.9537,0.9219,0.2437,0.427
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,24.222,24.222,0.9403,0.7789,0.0860,0.335
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,38.900,141.100,0.9318,0.7256,0.1499,1.644
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,37.727,37.727,0.9440,0.9908,0.1132,0.257
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,60.842,119.158,0.9424,0.3057,0.0505,1.461
20260913_joint4_decoder_l2anchor_dense_seed7,phone/phone,12.315,12.315,0.9539,0.4993,0.0250,0.621
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,65.973,114.027,0.9493,0.2327,0.0662,0.995
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,26.361,26.361,0.9551,0.3236,0.0846,0.752
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,38.977,141.023,0.9462,0.3736,0.3431,0.936
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,68.437,68.437,0.9483,0.1547,0.0374,0.604
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,67.929,112.071,0.9500,0.4850,0.3474,0.749
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,65.355,114.645,0.9521,0.1156,0.0951,0.947
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,52.542,52.542,0.9384,0.4227,0.0599,0.746
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,82.171,97.829,0.9496,0.0874,0.0220,1.445
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,43.004,43.004,0.9418,0.2014,0.0008,0.888
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,54.640,125.360,0.9482,0.3695,0.2100,0.898
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,75.014,104.986,0.9602,0.2801,0.2179,0.907
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,66.312,113.688,0.9462,0.2564,0.2967,1.257
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,39.287,140.713,0.9591,0.3223,0.2098,1.131
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,35.650,144.350,0.9534,0.3203,0.3298,0.955
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,61.385,61.385,0.9508,0.5652,0.1315,0.660
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,26.161,153.839,0.9490,0.2260,0.2357,1.121
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,84.254,95.746,0.9490,0.1520,0.0304,1.113
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,51.396,128.604,0.9544,0.2630,0.2825,1.262
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,60.490,119.510,0.9564,0.3008,0.2848,1.297
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,87.122,92.878,0.9457,0.3337,0.0271,0.765
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,69.785,110.215,0.9486,0.4438,0.1961,0.892
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,24.432,155.568,0.9523,0.3508,0.2804,0.998
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,57.497,122.503,0.9495,0.5203,0.2565,0.642
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,71.204,108.796,0.9424,0.2337,0.2004,1.120
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,73.377,73.377,0.9456,0.1257,0.0242,1.102
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,47.073,132.927,0.9519,0.2879,0.3278,1.187
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,50.286,129.714,0.9498,0.2328,0.2508,1.165
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,36.339,36.339,0.9574,0.3908,0.0680,0.751
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,55.441,124.559,0.9486,0.1830,0.1647,0.869
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,44.970,135.030,0.9528,0.2637,0.2511,1.195
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,66.481,113.519,0.9456,0.3731,0.2491,0.825
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,70.645,109.355,0.9433,0.0850,0.0881,1.367
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,49.658,130.342,0.9467,0.4731,0.2152,0.732
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,50.930,129.070,0.9486,0.2153,0.2265,1.366
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,85.016,94.984,0.9451,0.1161,0.1518,0.947
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,58.956,58.956,0.9584,0.5661,0.0998,0.904
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,62.697,117.303,0.9531,0.2895,0.1860,0.912
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,44.986,135.014,0.9433,0.2177,0.2051,1.457
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,82.760,82.760,0.9405,0.5309,0.1383,1.053
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,64.879,115.121,0.9418,0.1274,0.1899,1.303
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,37.491,37.491,0.9604,0.6105,0.0189,1.128
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,36.897,143.103,0.9396,0.1204,0.1227,1.124
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,62.222,62.222,0.9467,0.1224,0.0683,1.266
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,13.147,13.147,0.9545,0.6228,0.0371,0.929
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,74.120,74.120,0.9446,0.2133,0.0936,1.092
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,56.241,123.759,0.9478,0.1427,0.1771,0.990
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,57.971,122.029,0.9493,0.3498,0.1010,0.873
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,73.511,73.511,0.9556,0.5850,0.1602,0.656
20260913_joint4_decoder_l2anchor_dense_seed7,scissors/scissors,71.075,108.925,0.9520,0.1711,0.0556,1.178
