epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_geo_pred_pred_art_epoch,train/L_geo_pred_pred_art_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_trajectory_epoch,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,val/L_coord,val/L_geo_pred_pred_art,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_trajectory,val/L_vae_total,val/loss_total
0,9,,0.22634071111679077,,0.41764265298843384,,0.0,,0.5681787133216858,,0.9427778720855713,,0.6935224533081055,,,0.6910183429718018,0.7230233550071716,,0.16831934452056885,,0.7160657644271851,,0.014809743501245975,,0.9427778720855713,,2.413792610168457,,,,,,,,,,,,,
0,19,,0.2088521122932434,,0.3401895761489868,,0.0,,0.5208550691604614,,0.6827175617218018,,0.6907834410667419,,,0.6362889409065247,1.1274241209030151,,0.22695057094097137,,0.6578757762908936,,0.020972903817892075,,0.6827175617218018,,2.420379400253296,,,,,,,,,,,,,
0,29,,0.19287046790122986,,0.3289071321487427,,0.0,,0.5175544023513794,,0.673209011554718,,0.6904106140136719,,,0.6046732664108276,0.5923939347267151,,0.11187589168548584,,0.591908872127533,,0.02269664779305458,,0.673209011554718,,2.0316872596740723,,,,,,,,,,,,,
0,39,,0.1834827959537506,,0.34783506393432617,,0.0,,0.5227495431900024,,0.5167300701141357,,0.6845964193344116,,,0.5756261348724365,0.6138744354248047,,0.1335659921169281,,0.5455747842788696,,0.01600019633769989,,0.5167300701141357,,1.9308836460113525,,,,,,,,,,,,,
0,49,,0.18376785516738892,,0.34916403889656067,,0.0,,0.5183480381965637,,0.5106987953186035,,0.6831972002983093,,,0.45076707005500793,0.4909813702106476,,0.1351686418056488,,0.5133693218231201,,0.01720602437853813,,0.5106987953186035,,1.7866684198379517,,,,,,,,,,,,,
0,59,,0.17673178017139435,,0.3277958333492279,,0.0,,0.5197718739509583,,0.49802449345588684,,0.6765596270561218,,,0.45915427803993225,0.4814707934856415,,0.11487728357315063,,0.5624747276306152,,0.01751452498137951,,0.49802449345588684,,1.7860692739486694,,,,,,,,,,,,,
0,69,,0.1741437017917633,,0.3313775360584259,,0.0,,0.5241207480430603,,0.46776309609413147,,0.671832263469696,,,0.38836875557899475,0.4088195264339447,,0.1350586861371994,,0.5242636203765869,,0.015470677055418491,,0.46776309609413147,,1.6880583763122559,,,,,,,,,,,,,
0,79,,0.1658102124929428,,0.31467384099960327,,0.0,,0.5186474323272705,,0.45641958713531494,,0.6722663640975952,,,0.43104100227355957,0.5089768171310425,,0.09229210019111633,,0.5167279243469238,,0.016745373606681824,,0.45641958713531494,,1.720930814743042,,,,,,,,,,,,,
0,89,,0.18943801522254944,,0.2968931198120117,,0.0,,0.519413948059082,,0.424113005399704,,0.6666757464408875,,,0.3501754403114319,0.5877839922904968,,0.1546407788991928,,0.4834839701652527,,0.016513150185346603,,0.424113005399704,,1.7258082628250122,,,,,,,,,,,,,
0,99,,0.15370836853981018,,0.28018680214881897,,0.0,,0.5154139399528503,,0.34606799483299255,,0.6512311697006226,,,0.35999414324760437,0.6882296800613403,,0.1478673219680786,,0.4622843861579895,,0.016470443457365036,,0.34606799483299255,,1.6986523866653442,,,,,,,,,,,,,
0,109,,0.15249457955360413,,0.2885315716266632,,0.0,,0.5190160870552063,,0.4880412220954895,,0.6616029739379883,,,0.370106965303421,0.34909412264823914,,0.09879159927368164,,0.45059531927108765,,0.026631154119968414,,0.4880412220954895,,1.5870401859283447,,,,,,,,,,,,,
0,119,,0.16103538870811462,,0.27333682775497437,,0.0,,0.5163124203681946,,0.48450177907943726,,0.6465721130371094,,,0.38454997539520264,0.2662747800350189,,0.10265040397644043,,0.47197893261909485,,0.01751345954835415,,0.48450177907943726,,1.5530284643173218,,,,,,,,,,,,,
0,129,,0.16847610473632812,,0.262157142162323,,0.0,,0.5131728649139404,,0.36724919080734253,,0.6334659457206726,,,0.339457243680954,0.3936412036418915,,0.12910550832748413,,0.4387243688106537,,0.013568302616477013,,0.36724919080734253,,1.5246461629867554,,,,,,,,,,,,,
0,139,,0.1611303836107254,,0.24801549315452576,,0.0,,0.5188122987747192,,0.347533255815506,,0.6288456916809082,,,0.3315304219722748,0.4952695071697235,,0.0897456631064415,,0.42518243193626404,,0.015200159512460232,,0.347533255815506,,1.5314264297485352,,,,,,,,,,,,,
0,149,,0.13957498967647552,,0.22835640609264374,,0.0,,0.514838457107544,,0.305400550365448,,0.6249796748161316,,,0.3327769637107849,0.26861572265625,,0.07771671563386917,,0.4319162368774414,,0.015552855096757412,,0.305400550365448,,1.3785218000411987,,,,,,,,,,,,,
0,159,,0.14956215023994446,,0.24038565158843994,,0.0,,0.5149731636047363,,0.33964693546295166,,0.629233181476593,,,0.33169153332710266,0.4492116868495941,,0.10115133225917816,,0.4097650349140167,,0.016578132286667824,,0.33964693546295166,,1.4949450492858887,,,,,,,,,,,,,
0,169,,0.1345115602016449,,0.22514671087265015,,0.0,,0.5138869285583496,,0.32523220777511597,,0.618196427822113,,,0.30754467844963074,0.272208571434021,,0.0734272301197052,,0.4023369252681732,,0.014461464248597622,,0.32523220777511597,,1.3534177541732788,,,,,,,,,,,,,
0,179,,0.13910385966300964,,0.22444023191928864,,0.0,,0.5155508518218994,,0.316048264503479,,0.6230534315109253,,,0.3065524101257324,0.37385743856430054,,0.08127830177545547,,0.4091298580169678,,0.01960260421037674,,0.316048264503479,,1.4145325422286987,,,,,,,,,,,,,
0,189,,0.12675485014915466,,0.1964104026556015,,0.0,,0.5138112306594849,,0.3372417092323303,,0.6113513708114624,,,0.29739871621131897,0.2779693305492401,,0.07725338637828827,,0.3876653015613556,,0.015346323139965534,,0.3372417092323303,,1.3420372009277344,,,,,,,,,,,,,
0,199,,0.12451010942459106,,0.2327965795993805,,0.0,,0.5137326717376709,,0.3598957061767578,,0.6198257803916931,,,0.29452067613601685,0.34913840889930725,,0.05858396738767624,,0.394383043050766,,0.02121872268617153,,0.3598957061767578,,1.3911843299865723,,,,,,,,,,,,,
0,209,,0.12764310836791992,,0.21930904686450958,,0.0,,0.5125093460083008,,0.34280329942703247,,0.6027207970619202,,,0.28180551528930664,0.3069082796573639,,0.05239565297961235,,0.39436912536621094,,0.015146829187870026,,0.34280329942703247,,1.340081810951233,,,,,,,,,,,,,
0,219,,0.12175972759723663,,0.19176551699638367,,0.0,,0.5112560987472534,,0.30693748593330383,,0.6061928868293762,,,0.2972480058670044,0.23322968184947968,,0.06800517439842224,,0.37559524178504944,,0.023277318105101585,,0.30693748593330383,,1.290927529335022,,,,,,,,,,,,,
0,229,,0.11956033110618591,,0.18416452407836914,,0.0,,0.5108705759048462,,0.22802956402301788,,0.5682260394096375,,,0.305427610874176,0.5198145508766174,,0.0526115819811821,,0.3611202836036682,,0.012539454735815525,,0.22802956402301788,,1.3575162887573242,,,,,,,,,,,,,
0,239,,0.1209128201007843,,0.22778159379959106,,0.0,,0.5112469792366028,,0.3048865795135498,,0.6074324250221252,,,0.28169822692871094,0.22542613744735718,,0.05513516813516617,,0.3734779357910156,,0.0212399922311306,,0.3048865795135498,,1.2735062837600708,,,,,,,,,,,,,
0,249,,0.11359354853630066,,0.21059319376945496,,0.0,,0.5119112133979797,,0.2904472053050995,,0.6073745489120483,,,0.2912549376487732,0.18975789844989777,,0.04621635377407074,,0.38835546374320984,,0.020776506513357162,,0.2904472053050995,,1.2509031295776367,,,,,,,,,,,,,
0,259,,0.10434339940547943,,0.18024098873138428,,0.0,,0.5085200667381287,,0.21529161930084229,,0.5723002552986145,,,0.2523004114627838,0.2916048467159271,,0.03913276642560959,,0.3755318522453308,,0.01350085623562336,,0.21529161930084229,,1.2042871713638306,,,,,,,,,,,,,
0,269,,0.10789288580417633,,0.18199604749679565,,0.0,,0.5108351707458496,,0.24836015701293945,,0.5597831606864929,,,0.27449479699134827,0.34649983048439026,,0.053783219307661057,,0.35515934228897095,,0.012728972360491753,,0.24836015701293945,,1.252968430519104,,,,,,,,,,,,,
0,279,,0.11315521597862244,,0.188391774892807,,0.0,,0.5133588314056396,,0.25159382820129395,,0.5612051486968994,,,0.2567782998085022,0.5212125182151794,,0.050248436629772186,,0.3577756881713867,,0.012405650690197945,,0.25159382820129395,,1.3377058506011963,,,,,,,,,,,,,
0,289,,0.10356377810239792,,0.17725591361522675,,0.0,,0.5099570751190186,,0.218868225812912,,0.5406845211982727,,,0.2854497730731964,0.19155170023441315,,0.053139545023441315,,0.3501618206501007,,0.012149205431342125,,0.218868225812912,,1.1504883766174316,,,,,,,,,,,,,
