epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_trajectory_epoch,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,val/L_coord,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_trajectory,val/L_vae_total,val/loss_total
0,109,,0.14699092507362366,,0.0,,0.5158851146697998,,0.0,,0.0,,,0.0,0.0,,0.09610772132873535,,0.4370236396789551,,0.01485204603523016,,0.0,,0.6054297089576721,,,,,,,,,,,,
0,119,,0.14305450022220612,,0.0,,0.513992428779602,,0.0,,0.0,,,0.0,0.0,,0.08366517722606659,,0.4311787784099579,,0.01699814945459366,,0.0,,0.5944445133209229,,,,,,,,,,,,
0,129,,0.13596570491790771,,0.0,,0.5154770016670227,,0.0,,0.0,,,0.0,0.0,,0.06380607932806015,,0.44249752163887024,,0.013465563766658306,,0.0,,0.5856059193611145,,,,,,,,,,,,
0,139,,0.1311109960079193,,0.0,,0.5125077962875366,,0.0,,0.0,,,0.0,0.0,,0.05990191549062729,,0.4644823670387268,,0.023012304678559303,,0.0,,0.5955076813697815,,,,,,,,,,,,
0,149,,0.14193439483642578,,0.0,,0.5178272128105164,,0.0,,0.0,,,0.0,0.0,,0.08216781914234161,,0.42824143171310425,,0.01693364605307579,,0.0,,0.59355229139328,,,,,,,,,,,,
0,159,,0.12451514601707458,,0.0,,0.5133758187294006,,0.0,,0.0,,,0.0,0.0,,0.050889622420072556,,0.39639750123023987,,0.013207732699811459,,0.0,,0.5491929054260254,,,,,,,,,,,,
0,169,,0.12714026868343353,,0.0,,0.5117238759994507,,0.0,,0.0,,,0.0,0.0,,0.06941714882850647,,0.4176984429359436,,0.014246500097215176,,0.0,,0.5701130628585815,,,,,,,,,,,,
0,179,,0.11300516873598099,,0.0,,0.5116029381752014,,0.0,,0.0,,,0.0,0.0,,0.06063610315322876,,0.3935019373893738,,0.009882652200758457,,0.0,,0.5443143844604492,,,,,,,,,,,,
0,189,,0.1059788390994072,,0.0,,0.5112307667732239,,0.0,,0.0,,,0.0,0.0,,0.04761083051562309,,0.3656047582626343,,0.012479922734200954,,0.0,,0.5214525461196899,,,,,,,,,,,,
0,199,,0.11054737865924835,,0.0,,0.5098243951797485,,0.0,,0.0,,,0.0,0.0,,0.05907195433974266,,0.3614368140697479,,0.014977890066802502,,0.0,,0.5279292464256287,,,,,,,,,,,,
0,209,,0.1026867926120758,,0.0,,0.510360836982727,,0.0,,0.0,,,0.0,0.0,,0.06793689727783203,,0.39030319452285767,,0.01922200806438923,,0.0,,0.5452548861503601,,,,,,,,,,,,
0,219,,0.09538126736879349,,0.0,,0.5065101981163025,,0.0,,0.0,,,0.0,0.0,,0.04883427172899246,,0.3532322943210602,,0.018985383212566376,,0.0,,0.5114717483520508,,,,,,,,,,,,
0,229,,0.09417027235031128,,0.0,,0.5051735043525696,,0.0,,0.0,,,0.0,0.0,,0.04610040783882141,,0.32598158717155457,,0.011652430519461632,,0.0,,0.4915390908718109,,,,,,,,,,,,
0,239,,0.10364536195993423,,0.0,,0.5032857656478882,,0.0,,0.0,,,0.0,0.0,,0.04471610113978386,,0.3371676802635193,,0.012372024357318878,,0.0,,0.5005934834480286,,,,,,,,,,,,
0,249,,0.09261681884527206,,0.0,,0.502993643283844,,0.0,,0.0,,,0.0,0.0,,0.04216794669628143,,0.3275998830795288,,0.010229937732219696,,0.0,,0.487804114818573,,,,,,,,,,,,
0,259,,0.09438608586788177,,0.0,,0.4992287755012512,,0.0,,0.0,,,0.0,0.0,,0.04334251582622528,,0.3188101053237915,,0.016089970245957375,,0.0,,0.4859287440776825,,,,,,,,,,,,
0,269,,0.09719433635473251,,0.0,,0.4970472455024719,,0.0,,0.0,,,0.0,0.0,,0.04784615337848663,,0.3150571584701538,,0.011535095050930977,,0.0,,0.48433998227119446,,,,,,,,,,,,
0,279,,0.08818761259317398,,0.0,,0.4966745972633362,,0.0,,0.0,,,0.0,0.0,,0.0453776940703392,,0.323358952999115,,0.013912753202021122,,0.0,,0.48375579714775085,,,,,,,,,,,,
0,289,,0.08995860815048218,,0.0,,0.4979672431945801,,0.0,,0.0,,,0.0,0.0,,0.03170467168092728,,0.3100205361843109,,0.012224039062857628,,0.0,,0.4709375500679016,,,,,,,,,,,,
0,299,,0.07629242539405823,,0.0,,0.4968428611755371,,0.0,,0.0,,,0.0,0.0,,0.031048540025949478,,0.3091634511947632,,0.01280854269862175,,0.0,,0.4630779027938843,,,,,,,,,,,,
0,309,,0.08119557797908783,,0.0,,0.4892187714576721,,0.0,,0.0,,,0.0,0.0,,0.034707941114902496,,0.28866761922836304,,0.010694869793951511,,0.0,,0.4522424042224884,,,,,,,,,,,,
0,319,,0.08914409577846527,,0.0,,0.49226999282836914,,0.0,,0.0,,,0.0,0.0,,0.03547028452157974,,0.32295358180999756,,0.011480695568025112,,0.0,,0.4756593406200409,,,,,,,,,,,,
0,329,,0.07868508994579315,,0.0,,0.4947361946105957,,0.0,,0.0,,,0.0,0.0,,0.02683502808213234,,0.2949099838733673,,0.013746755197644234,,0.0,,0.45445650815963745,,,,,,,,,,,,
0,339,,0.07621237635612488,,0.0,,0.49149054288864136,,0.0,,0.0,,,0.0,0.0,,0.03199306130409241,,0.29963573813438416,,0.010128486901521683,,0.0,,0.4547300934791565,,,,,,,,,,,,
0,349,,0.07781991362571716,,0.0,,0.483211874961853,,0.0,,0.0,,,0.0,0.0,,0.02761179208755493,,0.28988930583000183,,0.008913116529583931,,0.0,,0.44372302293777466,,,,,,,,,,,,
0,359,,0.08159219473600388,,0.0,,0.48375314474105835,,0.0,,0.0,,,0.0,0.0,,0.03373903036117554,,0.2927846312522888,,0.010926407761871815,,0.0,,0.45139771699905396,,,,,,,,,,,,
0,369,,0.07400581240653992,,0.0,,0.4802825450897217,,0.0,,0.0,,,0.0,0.0,,0.0228537917137146,,0.28408604860305786,,0.013450034894049168,,0.0,,0.43733909726142883,,,,,,,,,,,,
0,379,,0.07807321846485138,,0.0,,0.47942623496055603,,0.0,,0.0,,,0.0,0.0,,0.03851435333490372,,0.2822655439376831,,0.010298000648617744,,0.0,,0.4442887008190155,,,,,,,,,,,,
0,389,,0.06398433446884155,,0.0,,0.4784678518772125,,0.0,,0.0,,,0.0,0.0,,0.022949403151869774,,0.27554643154144287,,0.012247765436768532,,0.0,,0.42659786343574524,,,,,,,,,,,,
0,399,,0.07438407838344574,,0.0,,0.47786691784858704,,0.0,,0.0,,,0.0,0.0,,0.028644636273384094,,0.28311416506767273,,0.016381723806262016,,0.0,,0.440195769071579,,,,,,,,,,,,
0,409,,0.0639805793762207,,0.0,,0.4785543978214264,,0.0,,0.0,,,0.0,0.0,,0.025794237852096558,,0.2846447229385376,,0.015771301463246346,,0.0,,0.4343726336956024,,,,,,,,,,,,
0,419,,0.07676738500595093,,0.0,,0.4862377643585205,,0.0,,0.0,,,0.0,0.0,,0.03100433014333248,,0.2849523723125458,,0.010027209296822548,,0.0,,0.4444945454597473,,,,,,,,,,,,
0,421,,,,,,,,,,,,,,,,,,,,,,,,,0.11184200644493103,0.0,0.49234455823898315,0.0,0.0,0.0,0.0,0.05960293114185333,0.2959146499633789,0.013348927721381187,0.0,0.4865264892578125
0,421,0.11742499470710754,,0.0,,0.5133280158042908,,0.0,,0.0,,0.0,0.0,,,0.06775613874197006,,0.4033743441104889,,0.014253421686589718,,0.0,,0.5580682158470154,,,,,,,,,,,,,
1,429,,0.06713595986366272,,0.0,,0.4697589874267578,,0.0,,0.0,,,0.0,0.0,,0.026195382699370384,,0.25739651918411255,,0.014215500093996525,,0.0,,0.41735121607780457,,,,,,,,,,,,
1,439,,0.06082762032747269,,0.0,,0.47338351607322693,,0.0,,0.0,,,0.0,0.0,,0.01881229877471924,,0.25540632009506226,,0.014797394163906574,,0.0,,0.4116135537624359,,,,,,,,,,,,
1,449,,0.0709041878581047,,0.0,,0.47298336029052734,,0.0,,0.0,,,0.0,0.0,,0.02686796896159649,,0.24751624464988708,,0.015056107193231583,,0.0,,0.4166639745235443,,,,,,,,,,,,
1,459,,0.06920407712459564,,0.0,,0.46584367752075195,,0.0,,0.0,,,0.0,0.0,,0.02258952707052231,,0.2591680884361267,,0.012448403052985668,,0.0,,0.4146268963813782,,,,,,,,,,,,
1,469,,0.06027515232563019,,0.0,,0.4704197347164154,,0.0,,0.0,,,0.0,0.0,,0.021483466029167175,,0.24765656888484955,,0.01325148530304432,,0.0,,0.40654319524765015,,,,,,,,,,,,
1,479,,0.059570327401161194,,0.0,,0.4665600061416626,,0.0,,0.0,,,0.0,0.0,,0.01960592344403267,,0.24598067998886108,,0.016394570469856262,,0.0,,0.40405574440956116,,,,,,,,,,,,
1,489,,0.059988267719745636,,0.0,,0.4670056998729706,,0.0,,0.0,,,0.0,0.0,,0.01935981959104538,,0.24430054426193237,,0.01315311435610056,,0.0,,0.4019037187099457,,,,,,,,,,,,
1,499,,0.05818998068571091,,0.0,,0.45877325534820557,,0.0,,0.0,,,0.0,0.0,,0.01893983595073223,,0.23924048244953156,,0.011325818486511707,,0.0,,0.3932346999645233,,,,,,,,,,,,
1,509,,0.05813417583703995,,0.0,,0.4607251286506653,,0.0,,0.0,,,0.0,0.0,,0.022424519062042236,,0.257254421710968,,0.012674625962972641,,0.0,,0.4056064486503601,,,,,,,,,,,,
1,519,,0.05900920554995537,,0.0,,0.4620325565338135,,0.0,,0.0,,,0.0,0.0,,0.02225550077855587,,0.25787293910980225,,0.010800453834235668,,0.0,,0.4059853255748749,,,,,,,,,,,,
1,529,,0.0557030625641346,,0.0,,0.4573146104812622,,0.0,,0.0,,,0.0,0.0,,0.019631654024124146,,0.23345963656902313,,0.011488140560686588,,0.0,,0.3887985646724701,,,,,,,,,,,,
1,539,,0.059331633150577545,,0.0,,0.4580608606338501,,0.0,,0.0,,,0.0,0.0,,0.01910116709768772,,0.240105539560318,,0.012430164031684399,,0.0,,0.39451467990875244,,,,,,,,,,,,
1,549,,0.05423089489340782,,0.0,,0.46016156673431396,,0.0,,0.0,,,0.0,0.0,,0.020358484238386154,,0.24162296950817108,,0.011282903142273426,,0.0,,0.393828421831131,,,,,,,,,,,,
1,559,,0.054449744522571564,,0.0,,0.4514107406139374,,0.0,,0.0,,,0.0,0.0,,0.01877337507903576,,0.23398542404174805,,0.01508349645882845,,0.0,,0.38685140013694763,,,,,,,,,,,,
1,569,,0.05345115810632706,,0.0,,0.45071399211883545,,0.0,,0.0,,,0.0,0.0,,0.01719396375119686,,0.2423945665359497,,0.015372312627732754,,0.0,,0.38956302404403687,,,,,,,,,,,,
1,579,,0.05663176625967026,,0.0,,0.46406155824661255,,0.0,,0.0,,,0.0,0.0,,0.017900262027978897,,0.23388829827308655,,0.01340126059949398,,0.0,,0.39294159412384033,,,,,,,,,,,,
1,589,,0.051354214549064636,,0.0,,0.45615196228027344,,0.0,,0.0,,,0.0,0.0,,0.016769973561167717,,0.2477564811706543,,0.014262198470532894,,0.0,,0.39314740896224976,,,,,,,,,,,,
1,599,,0.05860591679811478,,0.0,,0.44879642128944397,,0.0,,0.0,,,0.0,0.0,,0.016328206285834312,,0.23332858085632324,,0.012359937652945518,,0.0,,0.38470950722694397,,,,,,,,,,,,
1,609,,0.053310416638851166,,0.0,,0.4473046064376831,,0.0,,0.0,,,0.0,0.0,,0.02048649452626705,,0.2300935983657837,,0.013234074227511883,,0.0,,0.38221457600593567,,,,,,,,,,,,
1,619,,0.05244503170251846,,0.0,,0.45419877767562866,,0.0,,0.0,,,0.0,0.0,,0.01667323336005211,,0.22537270188331604,,0.017692744731903076,,0.0,,0.3831912577152252,,,,,,,,,,,,
1,629,,0.05403068661689758,,0.0,,0.44446301460266113,,0.0,,0.0,,,0.0,0.0,,0.018313216045498848,,0.2263130098581314,,0.013973886147141457,,0.0,,0.37854689359664917,,,,,,,,,,,,
1,639,,0.052125148475170135,,0.0,,0.44538694620132446,,0.0,,0.0,,,0.0,0.0,,0.014370251446962357,,0.22228164970874786,,0.014074207283556461,,0.0,,0.3741191029548645,,,,,,,,,,,,
1,649,,0.04726259037852287,,0.0,,0.4424718916416168,,0.0,,0.0,,,0.0,0.0,,0.012820757925510406,,0.22096337378025055,,0.008949345909059048,,0.0,,0.3662340044975281,,,,,,,,,,,,
1,659,,0.054382503032684326,,0.0,,0.4586908519268036,,0.0,,0.0,,,0.0,0.0,,0.01737913116812706,,0.2334003746509552,,0.012429838068783283,,0.0,,0.38814133405685425,,,,,,,,,,,,
1,669,,0.059503551572561264,,0.0,,0.4543721675872803,,0.0,,0.0,,,0.0,0.0,,0.026279177516698837,,0.2312546670436859,,0.013294709846377373,,0.0,,0.3923521339893341,,,,,,,,,,,,
1,679,,0.05037476122379303,,0.0,,0.4327152669429779,,0.0,,0.0,,,0.0,0.0,,0.013586378656327724,,0.225286066532135,,0.01157764159142971,,0.0,,0.36677005887031555,,,,,,,,,,,,
1,689,,0.04440624266862869,,0.0,,0.43899136781692505,,0.0,,0.0,,,0.0,0.0,,0.013408102095127106,,0.22087085247039795,,0.007078731898218393,,0.0,,0.3623776435852051,,,,,,,,,,,,
1,699,,0.0501544326543808,,0.0,,0.43636563420295715,,0.0,,0.0,,,0.0,0.0,,0.020983170717954636,,0.2195507436990738,,0.01227490697056055,,0.0,,0.3696644604206085,,,,,,,,,,,,
1,709,,0.04593115672469139,,0.0,,0.42218321561813354,,0.0,,0.0,,,0.0,0.0,,0.016271159052848816,,0.21851326525211334,,0.013170256279408932,,0.0,,0.35803452134132385,,,,,,,,,,,,
1,719,,0.04706808179616928,,0.0,,0.4319955110549927,,0.0,,0.0,,,0.0,0.0,,0.010888742282986641,,0.2168368697166443,,0.016375010833144188,,0.0,,0.36158210039138794,,,,,,,,,,,,
1,729,,0.04183902591466904,,0.0,,0.4405452013015747,,0.0,,0.0,,,0.0,0.0,,0.012846509926021099,,0.21900901198387146,,0.010870014317333698,,0.0,,0.3625549077987671,,,,,,,,,,,,
1,739,,0.048666201531887054,,0.0,,0.4316958785057068,,0.0,,0.0,,,0.0,0.0,,0.014209668152034283,,0.22107911109924316,,0.013909946195781231,,0.0,,0.36478039622306824,,,,,,,,,,,,
1,749,,0.04482831805944443,,0.0,,0.4266161620616913,,0.0,,0.0,,,0.0,0.0,,0.011999711394309998,,0.20860856771469116,,0.011869593523442745,,0.0,,0.3519611656665802,,,,,,,,,,,,
1,759,,0.043804462999105453,,0.0,,0.41398078203201294,,0.0,,0.0,,,0.0,0.0,,0.009786627255380154,,0.21111595630645752,,0.017587995156645775,,0.0,,0.34813791513442993,,,,,,,,,,,,
1,769,,0.045064061880111694,,0.0,,0.4199981689453125,,0.0,,0.0,,,0.0,0.0,,0.010065914131700993,,0.21303698420524597,,0.014080156572163105,,0.0,,0.3511226773262024,,,,,,,,,,,,
1,779,,0.045392751693725586,,0.0,,0.4359687566757202,,0.0,,0.0,,,0.0,0.0,,0.00992473866790533,,0.22106145322322845,,0.013952245935797691,,0.0,,0.3631499707698822,,,,,,,,,,,,
1,789,,0.04369033873081207,,0.0,,0.4180198311805725,,0.0,,0.0,,,0.0,0.0,,0.013890733942389488,,0.2183200716972351,,0.01033850573003292,,0.0,,0.352129727602005,,,,,,,,,,,,
1,799,,0.04192894697189331,,0.0,,0.4178248643875122,,0.0,,0.0,,,0.0,0.0,,0.010878702625632286,,0.2028389573097229,,0.0097953574731946,,0.0,,0.3416334092617035,,,,,,,,,,,,
1,809,,0.04194587841629982,,0.0,,0.40533849596977234,,0.0,,0.0,,,0.0,0.0,,0.009881626814603806,,0.21840062737464905,,0.009982449002563953,,0.0,,0.34277454018592834,,,,,,,,,,,,
1,819,,0.04775580018758774,,0.0,,0.41409406065940857,,0.0,,0.0,,,0.0,0.0,,0.0103014400228858,,0.20953765511512756,,0.009777853265404701,,0.0,,0.3457333743572235,,,,,,,,,,,,
1,829,,0.046332016587257385,,0.0,,0.42126432061195374,,0.0,,0.0,,,0.0,0.0,,0.014380431734025478,,0.20617879927158356,,0.017138350754976273,,0.0,,0.35264697670936584,,,,,,,,,,,,
1,839,,0.03962402790784836,,0.0,,0.41022011637687683,,0.0,,0.0,,,0.0,0.0,,0.01115342602133751,,0.209364116191864,,0.017085697501897812,,0.0,,0.3437236547470093,,,,,,,,,,,,
1,843,,,,,,,,,,,,,,,,,,,,,,,,,0.10678420960903168,0.0,0.4520026743412018,0.0,0.0,0.0,0.0,0.05298422649502754,0.27516254782676697,0.013629457913339138,0.0,0.4502815306186676
1,843,0.052932463586330414,,0.0,,0.44479289650917053,,0.0,,0.0,,0.0,0.0,,,0.017006805166602135,,0.2310173660516739,,0.012733028270304203,,0.0,,0.37924128770828247,,,,,,,,,,,,,
2,849,,0.03412576764822006,,0.0,,0.39185744524002075,,0.0,,0.0,,,0.0,0.0,,0.011509105563163757,,0.19204992055892944,,0.011443711817264557,,0.0,,0.3204929828643799,,,,,,,,,,,,
2,859,,0.034856878221035004,,0.0,,0.39282527565956116,,0.0,,0.0,,,0.0,0.0,,0.013172842562198639,,0.1979181170463562,,0.011723171919584274,,0.0,,0.3252481520175934,,,,,,,,,,,,
2,869,,0.03516940400004387,,0.0,,0.39396366477012634,,0.0,,0.0,,,0.0,0.0,,0.012799272313714027,,0.20138338208198547,,0.01877772994339466,,0.0,,0.3310467302799225,,,,,,,,,,,,
2,879,,0.035612963140010834,,0.0,,0.38657549023628235,,0.0,,0.0,,,0.0,0.0,,0.009555534459650517,,0.20479802787303925,,0.015272185206413269,,0.0,,0.3259070813655853,,,,,,,,,,,,
2,889,,0.035877324640750885,,0.0,,0.38079577684402466,,0.0,,0.0,,,0.0,0.0,,0.009515371173620224,,0.20138970017433167,,0.01095432136207819,,0.0,,0.31926625967025757,,,,,,,,,,,,
2,899,,0.031485795974731445,,0.0,,0.3794586658477783,,0.0,,0.0,,,0.0,0.0,,0.009481323882937431,,0.19722697138786316,,0.01010782178491354,,0.0,,0.3138802945613861,,,,,,,,,,,,
2,909,,0.03654859960079193,,0.0,,0.3899964392185211,,0.0,,0.0,,,0.0,0.0,,0.010745124891400337,,0.20097848773002625,,0.012173738330602646,,0.0,,0.3252211809158325,,,,,,,,,,,,
2,919,,0.038756728172302246,,0.0,,0.37003129720687866,,0.0,,0.0,,,0.0,0.0,,0.010135738179087639,,0.20310762524604797,,0.016840005293488503,,0.0,,0.3194356858730316,,,,,,,,,,,,
2,929,,0.037190791219472885,,0.0,,0.3918626308441162,,0.0,,0.0,,,0.0,0.0,,0.008141125552356243,,0.20497605204582214,,0.011557375080883503,,0.0,,0.32686400413513184,,,,,,,,,,,,
2,939,,0.03418713063001633,,0.0,,0.3844050168991089,,0.0,,0.0,,,0.0,0.0,,0.009779746644198895,,0.20115360617637634,,0.00962692592293024,,0.0,,0.319576233625412,,,,,,,,,,,,
2,949,,0.046331800520420074,,0.0,,0.3947318494319916,,0.0,,0.0,,,0.0,0.0,,0.010011525824666023,,0.20145021378993988,,0.011342333629727364,,0.0,,0.3319338858127594,,,,,,,,,,,,
2,959,,0.03855515643954277,,0.0,,0.3664610981941223,,0.0,,0.0,,,0.0,0.0,,0.01142541877925396,,0.20689710974693298,,0.011578385718166828,,0.0,,0.3174585700035095,,,,,,,,,,,,
2,969,,0.04165452718734741,,0.0,,0.38792547583580017,,0.0,,0.0,,,0.0,0.0,,0.0132170170545578,,0.20517438650131226,,0.010557851754128933,,0.0,,0.3292646110057831,,,,,,,,,,,,
2,979,,0.03239184617996216,,0.0,,0.3761531114578247,,0.0,,0.0,,,0.0,0.0,,0.00820416770875454,,0.2007661908864975,,0.012888181954622269,,0.0,,0.3152017593383789,,,,,,,,,,,,
2,989,,0.04117612540721893,,0.0,,0.36561644077301025,,0.0,,0.0,,,0.0,0.0,,0.011710699647665024,,0.20245304703712463,,0.013594034127891064,,0.0,,0.31727516651153564,,,,,,,,,,,,
2,999,,0.03528107702732086,,0.0,,0.3709365725517273,,0.0,,0.0,,,0.0,0.0,,0.011547981761395931,,0.20140275359153748,,0.012136703357100487,,0.0,,0.3156525194644928,,,,,,,,,,,,
2,1009,,0.035399116575717926,,0.0,,0.35848262906074524,,0.0,,0.0,,,0.0,0.0,,0.0090963589027524,,0.19653698801994324,,0.00870971567928791,,0.0,,0.30411243438720703,,,,,,,,,,,,
2,1019,,0.03734346851706505,,0.0,,0.37197864055633545,,0.0,,0.0,,,0.0,0.0,,0.010662230663001537,,0.19578510522842407,,0.009591062553226948,,0.0,,0.3126802444458008,,,,,,,,,,,,
2,1029,,0.031258415430784225,,0.0,,0.35684794187545776,,0.0,,0.0,,,0.0,0.0,,0.009333968162536621,,0.19181860983371735,,0.011402464471757412,,0.0,,0.3003306984901428,,,,,,,,,,,,
2,1039,,0.03139026463031769,,0.0,,0.36986279487609863,,0.0,,0.0,,,0.0,0.0,,0.00814152229577303,,0.19818711280822754,,0.011190755292773247,,0.0,,0.3093862235546112,,,,,,,,,,,,
2,1049,,0.027834223583340645,,0.0,,0.34366485476493835,,0.0,,0.0,,,0.0,0.0,,0.007977394387125969,,0.19083088636398315,,0.01231793686747551,,0.0,,0.29131263494491577,,,,,,,,,,,,
2,1059,,0.03154531866312027,,0.0,,0.3644259572029114,,0.0,,0.0,,,0.0,0.0,,0.009577818214893341,,0.19121167063713074,,0.011995302513241768,,0.0,,0.30437803268432617,,,,,,,,,,,,
2,1069,,0.03271108865737915,,0.0,,0.3623761534690857,,0.0,,0.0,,,0.0,0.0,,0.010315712541341782,,0.19454459846019745,,0.011445101350545883,,0.0,,0.3056963384151459,,,,,,,,,,,,
2,1079,,0.03224479407072067,,0.0,,0.3697168231010437,,0.0,,0.0,,,0.0,0.0,,0.007319220807403326,,0.1936892569065094,,0.01245869230479002,,0.0,,0.30771440267562866,,,,,,,,,,,,
2,1089,,0.04655689746141434,,0.0,,0.3782113194465637,,0.0,,0.0,,,0.0,0.0,,0.011929690837860107,,0.2067369818687439,,0.013779515400528908,,0.0,,0.3286072015762329,,,,,,,,,,,,
2,1099,,0.036807384341955185,,0.0,,0.3690665066242218,,0.0,,0.0,,,0.0,0.0,,0.010654169134795666,,0.1999610960483551,,0.009812992997467518,,0.0,,0.3131510615348816,,,,,,,,,,,,
2,1109,,0.038161009550094604,,0.0,,0.35432854294776917,,0.0,,0.0,,,0.0,0.0,,0.01281358115375042,,0.19447001814842224,,0.009955909103155136,,0.0,,0.3048645257949829,,,,,,,,,,,,
2,1119,,0.030749380588531494,,0.0,,0.345993310213089,,0.0,,0.0,,,0.0,0.0,,0.0075363824144005775,,0.18903911113739014,,0.006565709598362446,,0.0,,0.2899419367313385,,,,,,,,,,,,
2,1129,,0.034200869500637054,,0.0,,0.3507665991783142,,0.0,,0.0,,,0.0,0.0,,0.014067086391150951,,0.18630510568618774,,0.011525546200573444,,0.0,,0.2984326183795929,,,,,,,,,,,,
2,1139,,0.026809053495526314,,0.0,,0.3430928587913513,,0.0,,0.0,,,0.0,0.0,,0.0070189302787184715,,0.18074728548526764,,0.014736381359398365,,0.0,,0.28620222210884094,,,,,,,,,,,,
2,1149,,0.03580711409449577,,0.0,,0.3496556580066681,,0.0,,0.0,,,0.0,0.0,,0.009515587240457535,,0.19788573682308197,,0.014910698868334293,,0.0,,0.30388739705085754,,,,,,,,,,,,
2,1159,,0.03538432717323303,,0.0,,0.355434775352478,,0.0,,0.0,,,0.0,0.0,,0.008453534916043282,,0.1912543773651123,,0.01461435854434967,,0.0,,0.3025706708431244,,,,,,,,,,,,
2,1169,,0.030617088079452515,,0.0,,0.35932984948158264,,0.0,,0.0,,,0.0,0.0,,0.008237852714955807,,0.19175226986408234,,0.011733789928257465,,0.0,,0.30083543062210083,,,,,,,,,,,,
2,1179,,0.028234517201781273,,0.0,,0.33702352643013,,0.0,,0.0,,,0.0,0.0,,0.006389308720827103,,0.18853962421417236,,0.008562694303691387,,0.0,,0.28437483310699463,,,,,,,,,,,,
2,1189,,0.03263114020228386,,0.0,,0.3435736894607544,,0.0,,0.0,,,0.0,0.0,,0.008049944415688515,,0.1917353868484497,,0.010740314610302448,,0.0,,0.2933652698993683,,,,,,,,,,,,
2,1199,,0.02754814922809601,,0.0,,0.34519559144973755,,0.0,,0.0,,,0.0,0.0,,0.009815558791160583,,0.1886444091796875,,0.0129012456163764,,0.0,,0.2920524775981903,,,,,,,,,,,,
2,1209,,0.02991250529885292,,0.0,,0.345140278339386,,0.0,,0.0,,,0.0,0.0,,0.007011136040091515,,0.18932777643203735,,0.009671549312770367,,0.0,,0.29053163528442383,,,,,,,,,,,,
