epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_geo_pred_pred_art_epoch,train/L_geo_pred_pred_art_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_trajectory_epoch,train/L_trajectory_m2,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,val/L_coord,val/L_geo_pred_pred_art,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_trajectory,val/L_trajectory_m2,val/L_vae_total,val/loss_total
0,9,,0.21421554684638977,,0.05943411588668823,,0.0,,0.5336974263191223,,1.0353807210922241,,0.5030795335769653,,,3.8230819702148438,81.27050018310547,,0.23721888661384583,,1.1309585571289062,,,1.340736746788025,,1.0353807210922241,,45.050376892089844,,,,,,,,,,,,,,,
0,19,,0.2261667400598526,,0.2142002284526825,,0.0,,0.545914351940155,,0.9237270355224609,,0.47863414883613586,,,1.05995774269104,34.41992950439453,,0.12092672288417816,,1.1963187456130981,,,1.1591203212738037,,0.9237270355224609,,20.086767196655273,,,,,,,,,,,,,,,
0,29,,0.23288288712501526,,0.42836183309555054,,0.0,,0.5118379592895508,,0.873837947845459,,0.5114636421203613,,,1.8768388032913208,16.259092330932617,,0.20554910600185394,,1.060507893562317,,,1.0011920928955078,,0.873837947845459,,11.30943775177002,,,,,,,,,,,,,,,
0,39,,0.19940811395645142,,0.5247150659561157,,0.0,,0.5232947468757629,,0.7945308685302734,,0.5015515089035034,,,0.5334070324897766,6.842992305755615,,0.24637481570243835,,1.0604230165481567,,,1.0033823251724243,,0.7945308685302734,,5.905154228210449,,,,,,,,,,,,,,,
0,49,,0.20782935619354248,,0.4988952875137329,,0.0,,0.515251874923706,,0.7414991855621338,,0.54643714427948,,,0.36552828550338745,2.9566829204559326,,0.1490803211927414,,0.6682716608047485,,,0.8605064153671265,,0.7414991855621338,,3.5554330348968506,,,,,,,,,,,,,,,
0,59,,0.18996456265449524,,0.33660009503364563,,0.0,,0.5081269145011902,,0.7869359254837036,,0.5087237358093262,,,0.3798023462295532,1.5913790464401245,,0.09518923610448837,,0.789699137210846,,,0.7750064134597778,,0.7869359254837036,,2.8460733890533447,,,,,,,,,,,,,,,
0,69,,0.1965734362602234,,0.28676632046699524,,0.0,,0.495928019285202,,0.41120582818984985,,0.4636545181274414,,,0.36523497104644775,0.7096186876296997,,0.17195087671279907,,0.6933513879776001,,,0.6570321321487427,,0.41120582818984985,,2.1109514236450195,,,,,,,,,,,,,,,
0,79,,0.18234887719154358,,0.2472105622291565,,0.0,,0.496282160282135,,0.5382767915725708,,0.47384825348854065,,,0.6705069541931152,0.491692453622818,,0.0954800471663475,,0.5463087558746338,,,0.766738772392273,,0.5382767915725708,,2.1554627418518066,,,,,,,,,,,,,,,
0,89,,0.18198612332344055,,0.21672824025154114,,0.0,,0.5023353695869446,,0.45504114031791687,,0.4526906907558441,,,0.5977156758308411,0.9678040742874146,,0.17694628238677979,,0.5466762781143188,,,0.637736439704895,,0.45504114031791687,,2.2811386585235596,,,,,,,,,,,,,,,
0,99,,0.18021489679813385,,0.18561017513275146,,0.0,,0.5041741728782654,,0.36044803261756897,,0.3988020718097687,,,0.32949376106262207,0.7643722295761108,,0.0928851068019867,,0.5309838056564331,,,0.6318496465682983,,0.36044803261756897,,1.9151726961135864,,,,,,,,,,,,,,,
