epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_geo_pp_dir_epoch,train/L_geo_pp_dir_step,train/L_geo_pred_pred_art_epoch,train/L_geo_pred_pred_art_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_trajectory_epoch,train/L_trajectory_m2,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,val/L_coord,val/L_geo_pp_dir,val/L_geo_pred_pred_art,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_trajectory,val/L_trajectory_m2,val/L_vae_total,val/loss_total
0,9,,0.3485395610332489,,0.9271985292434692,,0.43752872943878174,,0.0,,0.894623875617981,,0.7786946296691895,,0.6189767718315125,,,5.752775192260742,0.9293874502182007,,0.23948344588279724,,4.5622053146362305,,,0.9955162405967712,,0.7786946296691895,,7.696573257446289,,,,,,,,,,,,,,,,
0,19,,0.3451772928237915,,0.8811233043670654,,0.35758042335510254,,0.0,,0.6171503663063049,,0.5413331985473633,,0.6066455841064453,,,3.856325387954712,0.6080808639526367,,0.18463735282421112,,4.609936714172363,,,0.9154529571533203,,0.5413331985473633,,6.266240119934082,,,,,,,,,,,,,,,,
0,29,,0.28332704305648804,,0.8469967842102051,,0.29166388511657715,,0.0,,0.6167120933532715,,0.610230028629303,,0.595935046672821,,,4.0755767822265625,1.5890552997589111,,0.2417738437652588,,3.56286358833313,,,0.8972371816635132,,0.610230028629303,,6.350221157073975,,,,,,,,,,,,,,,,
0,39,,0.2899504005908966,,0.773915708065033,,0.2353554368019104,,0.0,,0.6536422967910767,,0.5355239510536194,,0.5801946520805359,,,2.841761350631714,0.6544454097747803,,0.30831143260002136,,3.5318756103515625,,,0.824134349822998,,0.5355239510536194,,5.210846900939941,,,,,,,,,,,,,,,,
0,49,,0.27513188123703003,,0.7612079381942749,,0.2458735704421997,,0.0,,0.6531996726989746,,0.5736860632896423,,0.5971837639808655,,,3.0176784992218018,0.7744870781898499,,0.20211321115493774,,3.7210755348205566,,,0.750426173210144,,0.5736860632896423,,5.3831987380981445,,,,,,,,,,,,,,,,
0,59,,0.2516443431377411,,0.697189211845398,,0.22140920162200928,,0.0,,0.6397874355316162,,0.4186822175979614,,0.5543628334999084,,,3.5541365146636963,0.5638783574104309,,0.12872427701950073,,2.755558967590332,,,0.7495458126068115,,0.4186822175979614,,4.900020122528076,,,,,,,,,,,,,,,,
0,69,,0.2282540649175644,,0.6959238648414612,,0.21796005964279175,,0.0,,0.6274198889732361,,0.37900620698928833,,0.524462103843689,,,2.259573221206665,0.6780610680580139,,0.19630423188209534,,3.2076385021209717,,,0.5790853500366211,,0.37900620698928833,,4.431290626525879,,,,,,,,,,,,,,,,
0,79,,0.21798411011695862,,0.6370575428009033,,0.20134779810905457,,0.0,,0.6277062892913818,,0.42971521615982056,,0.5336872935295105,,,3.1388425827026367,0.680133044719696,,0.14000765979290009,,2.5980799198150635,,,0.744714081287384,,0.42971521615982056,,4.639275074005127,,,,,,,,,,,,,,,,
0,89,,0.23446151614189148,,0.5787248015403748,,0.23363566398620605,,0.0,,0.626494288444519,,0.3710181713104248,,0.49714553356170654,,,1.835041880607605,0.8223414421081543,,0.20062708854675293,,2.7154054641723633,,,0.5880582332611084,,0.3710181713104248,,4.0265326499938965,,,,,,,,,,,,,,,,
0,99,,0.2426675707101822,,0.554221510887146,,0.23898416757583618,,0.0,,0.6059958338737488,,0.2985841929912567,,0.43445950746536255,,,1.8596420288085938,0.6011685729026794,,0.13930284976959229,,2.4521453380584717,,,0.588111400604248,,0.2985841929912567,,3.690359354019165,,,,,,,,,,,,,,,,
