epoch,step,train/L_cf_derivative_epoch,train/L_cf_derivative_step,train/L_cf_position_epoch,train/L_cf_position_step,train/L_coord_epoch,train/L_coord_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,val/L_cf_derivative,val/L_cf_position,val/L_coord,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_vae_total,val/loss_total
0,9,,1.907911777496338,,1.868209958076477,,0.3556936979293823,,0.0,,1.2098976373672485,,0.7586184740066528,,0.6152088046073914,,,5.144967555999756,1.796553373336792,,0.2516821622848511,,3.958872079849243,,0.7586184740066528,,8.953659057617188,,,,,,,,,,,,,,
0,19,,1.581003189086914,,1.5933082103729248,,0.3863212764263153,,0.0,,0.6405702233314514,,0.5883774161338806,,0.6336513161659241,,,4.5570573806762695,1.6073726415634155,,0.3095889985561371,,5.31857967376709,,0.5883774161338806,,8.601762771606445,,,,,,,,,,,,,,
0,29,,1.388185739517212,,1.395080804824829,,0.3564160466194153,,0.0,,0.6651256084442139,,0.7582924365997314,,0.6234368681907654,,,4.188562393188477,0.9341416954994202,,0.297035813331604,,4.112781524658203,,0.7582924365997314,,7.356081962585449,,,,,,,,,,,,,,
0,39,,0.9340535402297974,,0.945960283279419,,0.2960539758205414,,0.0,,0.6415798664093018,,0.5609960556030273,,0.6230114102363586,,,4.185812473297119,1.0313502550125122,,0.32551029324531555,,3.708730459213257,,0.5609960556030273,,6.620575904846191,,,,,,,,,,,,,,
0,49,,0.7817057371139526,,0.7931827902793884,,0.262290894985199,,0.0,,0.6344782710075378,,0.44586798548698425,,0.5854232907295227,,,2.2752552032470703,1.3267369270324707,,0.3478538990020752,,3.4509549140930176,,0.44586798548698425,,5.446136474609375,,,,,,,,,,,,,,
0,59,,0.7907042503356934,,0.7980237007141113,,0.2327229380607605,,0.0,,0.653190016746521,,0.43118566274642944,,0.5820388793945312,,,3.216665267944336,1.4997073411941528,,0.21682213246822357,,3.266678810119629,,0.43118566274642944,,5.840209484100342,,,,,,,,,,,,,,
0,69,,0.6992940902709961,,0.6568155288696289,,0.2750169038772583,,0.0,,0.6419047713279724,,0.3728901743888855,,0.5837030410766602,,,3.7497594356536865,1.1413078308105469,,0.22726444900035858,,3.2195658683776855,,0.3728901743888855,,5.805000305175781,,,,,,,,,,,,,,
0,79,,1.3221770524978638,,1.3442423343658447,,0.249382883310318,,0.0,,0.6528953313827515,,0.6076750755310059,,0.6065547466278076,,,3.288658857345581,1.2346513271331787,,0.22894756495952606,,3.26664400100708,,0.6076750755310059,,6.3898820877075195,,,,,,,,,,,,,,
0,89,,1.0118844509124756,,1.0276713371276855,,0.2723310589790344,,0.0,,0.6383530497550964,,0.5301315188407898,,0.5800231695175171,,,2.374901294708252,0.9265920519828796,,0.2831380069255829,,2.9467110633850098,,0.5301315188407898,,5.287975311279297,,,,,,,,,,,,,,
0,99,,0.8854990005493164,,0.9004746675491333,,0.2239731252193451,,0.0,,0.6267979145050049,,0.35182273387908936,,0.5662336349487305,,,2.931300163269043,0.9433467388153076,,0.17902939021587372,,2.7832067012786865,,0.35182273387908936,,5.188354015350342,,,,,,,,,,,,,,
0,109,,0.7182382345199585,,0.7355943918228149,,0.2288023829460144,,0.0,,0.5944992899894714,,0.37744224071502686,,0.5494886636734009,,,2.7267990112304688,0.2596782147884369,,0.17480525374412537,,3.0277605056762695,,0.37744224071502686,,4.687876224517822,,,,,,,,,,,,,,
0,119,,0.7211663722991943,,0.7091898918151855,,0.22202949225902557,,0.0,,0.6073181629180908,,0.42783644795417786,,0.5465936660766602,,,2.1002893447875977,0.49033409357070923,,0.1319488137960434,,2.865420341491699,,0.42783644795417786,,4.417051315307617,,,,,,,,,,,,,,
0,129,,1.067247986793518,,1.065259337425232,,0.25215214490890503,,0.0,,0.61857670545578,,0.4274246394634247,,0.6088560223579407,,,2.287466049194336,1.2735097408294678,,0.2647049129009247,,2.6967227458953857,,0.4274246394634247,,5.281954288482666,,,,,,,,,,,,,,
0,139,,0.6860038638114929,,0.6882802248001099,,0.25404512882232666,,0.0,,0.605810284614563,,0.4104487895965576,,0.5855308175086975,,,1.9106520414352417,0.647209644317627,,0.1717277616262436,,2.86356258392334,,0.4104487895965576,,4.410497188568115,,,,,,,,,,,,,,
0,149,,0.781644344329834,,0.7753468751907349,,0.24313479661941528,,0.0,,0.6148672699928284,,0.32216382026672363,,0.5625839233398438,,,1.8845207691192627,0.4881759285926819,,0.16711024940013885,,2.522469997406006,,0.32216382026672363,,4.184157848358154,,,,,,,,,,,,,,
0,159,,0.6561866402626038,,0.6538108587265015,,0.21246621012687683,,0.0,,0.5876978635787964,,0.42213815450668335,,0.5668354034423828,,,1.4928992986679077,0.6680256128311157,,0.15782073140144348,,2.614715099334717,,0.42213815450668335,,4.017486095428467,,,,,,,,,,,,,,
0,169,,0.686323881149292,,0.6773287653923035,,0.19948770105838776,,0.0,,0.5963200330734253,,0.4723774194717407,,0.564523458480835,,,1.5469720363616943,0.5302322506904602,,0.16287507116794586,,2.312236785888672,,0.4723774194717407,,3.8788363933563232,,,,,,,,,,,,,,
0,179,,0.6358217000961304,,0.6079642176628113,,0.20975957810878754,,0.0,,0.5726045966148376,,0.33820125460624695,,0.5592809319496155,,,1.8516651391983032,0.624455451965332,,0.16640111804008484,,2.249485492706299,,0.33820125460624695,,3.921748161315918,,,,,,,,,,,,,,
0,189,,0.6642552614212036,,0.6618800163269043,,0.18436670303344727,,0.0,,0.568906843662262,,0.36209625005722046,,0.5666019320487976,,,1.7139573097229004,0.5977358222007751,,0.1545991152524948,,2.236402988433838,,0.36209625005722046,,3.856588840484619,,,,,,,,,,,,,,
0,199,,0.5661008358001709,,0.5796873569488525,,0.2333284616470337,,0.0,,0.5619597434997559,,0.2557867765426636,,0.49361515045166016,,,1.477926254272461,0.46970710158348083,,0.11861006915569305,,2.446049928665161,,0.2557867765426636,,3.594592571258545,,,,,,,,,,,,,,
0,209,,0.6042239665985107,,0.6085842847824097,,0.19156727194786072,,0.0,,0.5674824714660645,,0.39990025758743286,,0.5239283442497253,,,1.371317744255066,0.49370768666267395,,0.16596752405166626,,2.3407649993896484,,0.39990025758743286,,3.6315419673919678,,,,,,,,,,,,,,
0,219,,0.6021287441253662,,0.6034259796142578,,0.1858837902545929,,0.0,,0.6192965507507324,,0.3182634115219116,,0.4922582507133484,,,1.2657370567321777,0.4640096127986908,,0.10932790488004684,,2.4588801860809326,,0.3182634115219116,,3.558957099914551,,,,,,,,,,,,,,
0,229,,0.6794666051864624,,0.6803610920906067,,0.1843557059764862,,0.0,,0.5724071264266968,,0.31064480543136597,,0.5319336652755737,,,1.3760342597961426,0.5715163350105286,,0.16165772080421448,,1.8821357488632202,,0.31064480543136597,,3.4748096466064453,,,,,,,,,,,,,,
0,239,,0.5252567529678345,,0.5410596132278442,,0.17060813307762146,,0.0,,0.5598774552345276,,0.32203441858291626,,0.4965939521789551,,,1.3969048261642456,0.5781309008598328,,0.13575902581214905,,1.7465553283691406,,0.32203441858291626,,3.2284889221191406,,,,,,,,,,,,,,
0,249,,0.6140944361686707,,0.5987970232963562,,0.184397891163826,,0.0,,0.5693129897117615,,0.3332349956035614,,0.5526803135871887,,,1.2040233612060547,0.6449952721595764,,0.15589123964309692,,1.9590173959732056,,0.3332349956035614,,3.4158711433410645,,,,,,,,,,,,,,
0,259,,0.4308148920536041,,0.4352908730506897,,0.1478653997182846,,0.0,,0.5706517696380615,,0.2759940028190613,,0.4702339172363281,,,0.8312198519706726,0.46868082880973816,,0.08409208059310913,,1.963626742362976,,0.2759940028190613,,2.8369972705841064,,,,,,,,,,,,,,
0,269,,0.6619292497634888,,0.6734668016433716,,0.193318173289299,,0.0,,0.5544055104255676,,0.39590945839881897,,0.5430029630661011,,,0.8892396688461304,0.639579176902771,,0.14431796967983246,,2.0782530307769775,,0.39590945839881897,,3.3809423446655273,,,,,,,,,,,,,,
0,279,,0.6225348711013794,,0.6405092477798462,,0.18180197477340698,,0.0,,0.5699928998947144,,0.4414357542991638,,0.5190792083740234,,,1.0027401447296143,0.4916996955871582,,0.14233124256134033,,1.862999677658081,,0.4414357542991638,,3.2285752296447754,,,,,,,,,,,,,,
0,289,,0.6942437887191772,,0.6667579412460327,,0.1630663424730301,,0.0,,0.5482317209243774,,0.3566432595252991,,0.5464099049568176,,,0.7711016535758972,0.45438075065612793,,0.09118996560573578,,1.958200216293335,,0.3566432595252991,,3.138855457305908,,,,,,,,,,,,,,
0,299,,0.6686773300170898,,0.6609015464782715,,0.1688697338104248,,0.0,,0.564538836479187,,0.45420897006988525,,0.5814282298088074,,,0.8467005491256714,0.2662310004234314,,0.09342621266841888,,2.1397478580474854,,0.45420897006988525,,3.226253032684326,,,,,,,,,,,,,,
0,309,,0.32014358043670654,,0.31510812044143677,,0.13557396829128265,,0.0,,0.5614683628082275,,0.14131003618240356,,0.46420106291770935,,,0.6336302161216736,0.2942170798778534,,0.09774881601333618,,1.7318907976150513,,0.14131003618240356,,2.350163459777832,,,,,,,,,,,,,,
0,319,,0.41328054666519165,,0.4149666726589203,,0.15078996121883392,,0.0,,0.5507197976112366,,0.27806371450424194,,0.4498949944972992,,,0.5714772343635559,0.3653443455696106,,0.08088752627372742,,1.7368665933609009,,0.27806371450424194,,2.505302667617798,,,,,,,,,,,,,,
0,329,,0.45225223898887634,,0.46325865387916565,,0.16768665611743927,,0.0,,0.559531569480896,,0.29848140478134155,,0.44611385464668274,,,0.5041207075119019,0.3043883740901947,,0.11323436349630356,,1.6796035766601562,,0.29848140478134155,,2.488832473754883,,,,,,,,,,,,,,
0,339,,0.45017170906066895,,0.44749802350997925,,0.1762228161096573,,0.0,,0.5524392127990723,,0.2671576142311096,,0.4894959330558777,,,0.8842111229896545,0.43470725417137146,,0.09885591268539429,,1.7462140321731567,,0.2671576142311096,,2.7748236656188965,,,,,,,,,,,,,,
