epoch,step,train/L_cf_frame_axis,train/L_cf_frame_epoch,train/L_cf_frame_phase,train/L_cf_frame_radius,train/L_cf_frame_step,train/L_coord_epoch,train/L_coord_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,val/L_cf_frame,val/L_cf_frame_axis,val/L_cf_frame_phase,val/L_cf_frame_radius,val/L_coord,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_vae_total,val/loss_total
0,9,,,,,2.1895751953125,,0.39010217785835266,,0.0,,1.0674519538879395,,0.6935869455337524,,0.6195455193519592,,,6.051872253417969,1.775955319404602,,0.2665610909461975,,4.264372825622559,,0.6935869455337524,,9.407505989074707,,,,,,,,,,,,,,,,
0,19,,,,,1.7187855243682861,,0.36903369426727295,,0.0,,0.6446993350982666,,0.5131314992904663,,0.6364681124687195,,,4.280282020568848,1.120473861694336,,0.28044047951698303,,5.130646705627441,,0.5131314992904663,,7.949807167053223,,,,,,,,,,,,,,,,
0,29,,,,,2.131497859954834,,0.29791903495788574,,0.0,,0.6717028617858887,,0.6817131638526917,,0.6324367523193359,,,4.2593560218811035,0.539820671081543,,0.22620663046836853,,3.977142095565796,,0.6817131638526917,,7.4337897300720215,,,,,,,,,,,,,,,,
0,39,,,,,1.845536231994629,,0.2731965184211731,,0.0,,0.6421086192131042,,0.5195285081863403,,0.6286121010780334,,,4.024033546447754,0.5226089358329773,,0.24397042393684387,,3.126207113265991,,0.5195285081863403,,6.575904846191406,,,,,,,,,,,,,,,,
0,49,,,,,1.3334934711456299,,0.2626837491989136,,0.0,,0.6347005367279053,,0.415271520614624,,0.5999724864959717,,,2.913410186767578,0.9137760400772095,,0.24794034659862518,,3.380876064300537,,0.415271520614624,,5.810173034667969,,,,,,,,,,,,,,,,
0,59,,,,,1.223909854888916,,0.2778853476047516,,0.0,,0.6463490724563599,,0.3812791407108307,,0.5947965383529663,,,3.2907321453094482,0.7316314578056335,,0.21746985614299774,,3.039273738861084,,0.3812791407108307,,5.622978687286377,,,,,,,,,,,,,,,,
0,69,,,,,1.1132782697677612,,0.23219066858291626,,0.0,,0.6402424573898315,,0.2955138087272644,,0.5919975638389587,,,3.592456340789795,0.454326868057251,,0.17575113475322723,,2.687683343887329,,0.2955138087272644,,5.300602912902832,,,,,,,,,,,,,,,,
0,79,,,,,1.7831014394760132,,0.244391530752182,,0.0,,0.6426753997802734,,0.5064883232116699,,0.6085325479507446,,,2.3134572505950928,0.7977640628814697,,0.20877239108085632,,3.0601806640625,,0.5064883232116699,,5.7209882736206055,,,,,,,,,,,,,,,,
0,89,,,,,1.589705228805542,,0.2260000854730606,,0.0,,0.633953332901001,,0.49225640296936035,,0.5912788510322571,,,2.0827529430389404,0.5050930976867676,,0.2549755573272705,,2.7491183280944824,,0.49225640296936035,,5.11129093170166,,,,,,,,,,,,,,,,
0,99,,,,,1.071866512298584,,0.19924190640449524,,0.0,,0.6297464370727539,,0.3303251266479492,,0.5718231201171875,,,2.0800583362579346,0.3602878749370575,,0.15475033223628998,,2.4741764068603516,,0.3303251266479492,,4.30690860748291,,,,,,,,,,,,,,,,
