epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_geo_pred_pred_art_epoch,train/L_geo_pred_pred_art_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_trajectory_epoch,train/L_trajectory_m2,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,val/L_coord,val/L_geo_pred_pred_art,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_trajectory,val/L_trajectory_m2,val/L_vae_total,val/loss_total
0,9,,0.20739193260669708,,0.02497180737555027,,0.0,,0.5308586955070496,,1.0668818950653076,,0.5107995867729187,,,46.93156051635742,364.3124694824219,,0.21219687163829803,,1.1790831089019775,,,2.403825521469116,,1.0668818950653076,,208.68003845214844,,,,,,,,,,,,,,,
0,19,,0.21647417545318604,,0.06398935616016388,,0.0,,0.5553542375564575,,0.9849174618721008,,0.48452919721603394,,,1.041273832321167,223.0229949951172,,0.1065007746219635,,1.2044434547424316,,,1.8332233428955078,,0.9849174618721008,,114.73125457763672,,,,,,,,,,,,,,,
0,29,,0.2718423306941986,,0.18579544126987457,,0.0,,0.541894793510437,,0.9509043097496033,,0.5159702897071838,,,1.983431100845337,131.99819946289062,,0.21858695149421692,,1.3073632717132568,,,1.2918574810028076,,0.9509043097496033,,69.55860137939453,,,,,,,,,,,,,,,
0,39,,0.21668583154678345,,0.32811152935028076,,0.0,,0.5637692213058472,,0.8179150819778442,,0.4973562955856323,,,0.5270912647247314,89.07129669189453,,0.25462251901626587,,1.5958375930786133,,,1.2798664569854736,,0.8179150819778442,,47.44503402709961,,,,,,,,,,,,,,,
0,49,,0.20627403259277344,,0.4589749574661255,,0.0,,0.5429087281227112,,0.7780916690826416,,0.5491046905517578,,,0.6000648140907288,65.55560302734375,,0.15763092041015625,,1.0124995708465576,,,1.022740125656128,,0.7780916690826416,,35.258358001708984,,,,,,,,,,,,,,,
0,59,,0.22915150225162506,,0.4373428225517273,,0.0,,0.5394647121429443,,0.7309384346008301,,0.5048825144767761,,,0.6414124369621277,49.91881561279297,,0.1294417381286621,,1.0084348917007446,,,0.8209369778633118,,0.7309384346008301,,27.30547332763672,,,,,,,,,,,,,,,
0,69,,0.21996541321277618,,0.3665522634983063,,0.0,,0.5300556421279907,,0.511674702167511,,0.45650291442871094,,,0.39952176809310913,20.855493545532227,,0.18688151240348816,,1.29276704788208,,,0.7112681865692139,,0.511674702167511,,12.618720054626465,,,,,,,,,,,,,,,
0,79,,0.21895310282707214,,0.3005945086479187,,0.0,,0.535166323184967,,0.5939360857009888,,0.4695744514465332,,,0.8325412273406982,14.612351417541504,,0.12695801258087158,,1.1241211891174316,,,0.7703338861465454,,0.5939360857009888,,9.672027587890625,,,,,,,,,,,,,,,
0,89,,0.21054592728614807,,0.24766983091831207,,0.0,,0.5334924459457397,,0.4606519639492035,,0.4419020414352417,,,0.3972278833389282,10.190670013427734,,0.19570283591747284,,1.0520954132080078,,,0.664861798286438,,0.4606519639492035,,7.098341941833496,,,,,,,,,,,,,,,
0,99,,0.22477775812149048,,0.17493456602096558,,0.0,,0.5402191281318665,,0.3171791136264801,,0.39830559492111206,,,0.3702723979949951,4.373979091644287,,0.11765822768211365,,1.2145248651504517,,,0.6422358155250549,,0.3171791136264801,,4.117069244384766,,,,,,,,,,,,,,,
