epoch,step,train/L_cf_derivative_epoch,train/L_cf_derivative_step,train/L_cf_position_epoch,train/L_cf_position_step,train/L_coord_epoch,train/L_coord_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_traj_proj_epoch,train/L_traj_proj_step,train/L_trajectory_epoch,train/L_trajectory_m2,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/arctic/loss_total,train/epic/loss_total,train/hoi4d/loss_total,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,train/sf3d/loss_total,val/L_cf_derivative,val/L_cf_position,val/L_coord,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_traj_proj,val/L_trajectory,val/L_trajectory_m2,val/L_vae_total,val/arctic/loss_total,val/epic/loss_total,val/hoi4d/loss_total,val/loss_total,val/sf3d/loss_total
0,9,,2.204524517059326,,2.175356864929199,,0.3381730020046234,,0.0,,0.811708927154541,,0.7191103100776672,,0.6869255304336548,,,6.722468852996826,1.3915579319000244,,0.26604771614074707,,4.8692626953125,,13.228742599487305,,,1.5289227962493896,,0.7191103100776672,,,,,10.077983856201172,,,,,,,,,,,,,,,,,,,,,,
0,19,,1.2711387872695923,,1.2726492881774902,,0.3037927746772766,,0.0,,7.153449058532715,,1.0,,0.7236732840538025,,,0.0,0.0,,0.12425084412097931,,4.6966233253479,,4.564909934997559,,,22.526296615600586,,1.0,,,,,8.721223831176758,,,,,,,,,,,,,,,,,,,,,,
0,29,,1.5432815551757812,,1.5466158390045166,,0.2067701518535614,,0.0,,1.573197841644287,,1.0,,0.6934406161308289,,,0.0,0.0,,206.69552612304688,,3.8147501945495605,,4.078366756439209,,,1.2492965459823608,,1.0,,,,,5.183262825012207,,,,,,,,,,,,,,,,,,,,,,
0,39,,1.735771894454956,,1.7177081108093262,,0.22130921483039856,,0.0,,1.4410961866378784,,1.0,,0.6838619112968445,,,0.0,0.0,,196.36972045898438,,4.268162727355957,,1.856157898902893,,,1.1382840871810913,,1.0,,,,,4.235293865203857,,,,,,,,,,,,,,,,,,,,,,
0,49,,1.2843248844146729,,1.2752622365951538,,0.24086551368236542,,0.0,,0.612528920173645,,0.6660361289978027,,0.65207439661026,,,4.766460418701172,1.218211054801941,,0.2988376021385193,,3.6425938606262207,,1.659798502922058,,,1.081247091293335,,0.6660361289978027,,,,,7.324066638946533,,,,,,,,,,,,,,,,,,,,,,
0,59,,1.3869924545288086,,1.34694504737854,,0.2809221148490906,,0.0,,0.6375436782836914,,0.6272387504577637,,0.6538013219833374,,,3.9767940044403076,1.0635839700698853,,0.2696387469768524,,3.845707416534424,,1.3667347431182861,,,1.154953122138977,,0.6272387504577637,,,,,7.02455997467041,,,,,,,,,,,,,,,,,,,,,,
0,69,,1.2090330123901367,,1.1616493463516235,,0.24545979499816895,,0.0,,0.5828279852867126,,0.5984748601913452,,0.6440547704696655,,,4.0812458992004395,0.9480167031288147,,0.22440974414348602,,3.4565258026123047,,2.6042370796203613,,,0.9928363561630249,,0.5984748601913452,,,,,6.552156925201416,,,,,,,,,,,,,,,,,,,,,,
0,79,,1.2301181554794312,,1.2311429977416992,,0.1711331009864807,,0.0,,1.0944002866744995,,1.0,,0.637927234172821,,,0.0,0.0,,207.1498260498047,,3.5710129737854004,,1.3860344886779785,,,1.210303544998169,,1.0,,,,,3.4302539825439453,,,,,,,,,,,,,,,,,,,,,,
0,89,,1.0901354551315308,,1.098819613456726,,0.26570406556129456,,0.0,,0.5987054705619812,,0.6669344902038574,,0.6442579030990601,,,3.3552944660186768,1.6773048639297485,,0.3782273232936859,,3.4984426498413086,,1.234205722808838,,,1.0807133913040161,,0.6669344902038574,,,,,6.6412553787231445,,,,,,,,,,,,,,,,,,,,,,
0,99,,0.9614936709403992,,1.0079737901687622,,0.25228452682495117,,0.0,,1.2475767135620117,,1.0042015314102173,,0.6556586623191833,,,9.827106475830078,0.18097800016403198,,0.06604210287332535,,3.44183349609375,,2.775336265563965,,,35.613059997558594,,1.0042015314102173,,,,,4.186345100402832,,,,,,,,,,,,,,,,,,,,,,
