epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_point_map_epoch,train/L_point_map_step,train/L_screw_self_epoch,train/L_screw_self_step,train/L_screw_twist_gt_traj_epoch,train/L_screw_twist_gt_traj_step,train/L_trajectory_epoch,train/L_trajectory_step,train/L_twist_epoch,train/L_twist_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,val/L_coord,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_point_map,val/L_screw_self,val/L_screw_twist_gt_traj,val/L_trajectory,val/L_twist,val/L_vae_total,val/loss_total
5,14609,,0.04198332503437996,,0.0,,0.38829150795936584,,0.0,,0.0,,0.18674911558628082,,0.038870446383953094,,0.21242032945156097,,0.01698777824640274,,0.3263205885887146,,0.0,,0.6058115363121033,,,,,,,,,,,,
5,14619,,0.051480621099472046,,0.0,,0.39002367854118347,,0.0,,0.0,,0.1951131373643875,,0.023355495184659958,,0.16582272946834564,,0.011765082366764545,,0.19741173088550568,,0.0,,0.5174862146377563,,,,,,,,,,,,
5,14629,,0.04435014724731445,,0.0,,0.39705613255500793,,0.0,,0.0,,0.18969610333442688,,0.023357316851615906,,0.23750194907188416,,0.015206788666546345,,0.25330960750579834,,0.0,,0.5802390575408936,,,,,,,,,,,,
5,14639,,0.03930190950632095,,0.0,,0.3717356324195862,,0.0,,0.0,,0.1808367669582367,,0.04288554936647415,,0.16646520793437958,,0.013814462348818779,,0.20193079113960266,,0.0,,0.5084851980209351,,,,,,,,,,,,
5,14649,,0.039823319762945175,,0.0,,0.3751083314418793,,0.0,,0.0,,0.188222736120224,,0.02099517174065113,,0.19167006015777588,,0.013831316493451595,,0.2658289074897766,,0.0,,0.5477399230003357,,,,,,,,,,,,
5,14659,,0.03555711358785629,,0.0,,0.370557963848114,,0.0,,0.0,,0.1781076341867447,,0.024195339530706406,,0.17241087555885315,,0.010674336925148964,,0.19893202185630798,,0.0,,0.4952176511287689,,,,,,,,,,,,
5,14669,,0.04235048592090607,,0.0,,0.38008755445480347,,0.0,,0.0,,0.1857091635465622,,0.024907605722546577,,0.1505531370639801,,0.013149921782314777,,0.14518332481384277,,0.0,,0.47097060084342957,,,,,,,,,,,,
5,14679,,0.05136117339134216,,0.0,,0.3916996419429779,,0.0,,0.0,,0.19036206603050232,,0.03495336323976517,,0.2244463860988617,,0.012867997400462627,,0.15467151999473572,,0.0,,0.5301810503005981,,,,,,,,,,,,
5,14689,,0.04289191961288452,,0.0,,0.38348037004470825,,0.0,,0.0,,0.1806277632713318,,0.031209463253617287,,0.19006894528865814,,0.016396382823586464,,0.3650115430355072,,0.0,,0.6048431992530823,,,,,,,,,,,,
5,14699,,0.04008754342794418,,0.0,,0.3918395936489105,,0.0,,0.0,,0.17941319942474365,,0.03583814948797226,,0.22554734349250793,,0.01517365500330925,,0.28150278329849243,,0.0,,0.5847011804580688,,,,,,,,,,,,
5,14709,,0.03623291850090027,,0.0,,0.36813727021217346,,0.0,,0.0,,0.1732776165008545,,0.018208162859082222,,0.15143264830112457,,0.010084826499223709,,0.15140974521636963,,0.0,,0.45439159870147705,,,,,,,,,,,,
5,14719,,0.04967207461595535,,0.0,,0.3803746700286865,,0.0,,0.0,,0.18514594435691833,,0.0359397791326046,,0.23604241013526917,,0.014858538284897804,,0.23835556209087372,,0.0,,0.5701944828033447,,,,,,,,,,,,
5,14729,,0.03814590722322464,,0.0,,0.38565322756767273,,0.0,,0.0,,0.17987318336963654,,0.044041045010089874,,0.2010987102985382,,0.0119393365457654,,0.22572603821754456,,0.0,,0.5432386994361877,,,,,,,,,,,,
5,14739,,0.03341440111398697,,0.0,,0.3831142783164978,,0.0,,0.0,,0.18331393599510193,,0.028171392157673836,,0.1506376564502716,,0.013554777018725872,,0.13738390803337097,,0.0,,0.46479517221450806,,,,,,,,,,,,
5,14749,,0.03495747596025467,,0.0,,0.3568018674850464,,0.0,,0.0,,0.17223817110061646,,0.03245943784713745,,0.20685312151908875,,0.012670307420194149,,0.24518637359142303,,0.0,,0.530583381652832,,,,,,,,,,,,
5,14759,,0.04128313437104225,,0.0,,0.3773755431175232,,0.0,,0.0,,0.17385154962539673,,0.01854112185537815,,0.10150088369846344,,0.009028511121869087,,0.15162445604801178,,0.0,,0.4366025924682617,,,,,,,,,,,,
5,14769,,0.030255410820245743,,0.0,,0.3735736906528473,,0.0,,0.0,,0.1714610457420349,,0.024471556767821312,,0.15124018490314484,,0.01043864618986845,,0.14943251013755798,,0.0,,0.4554365277290344,,,,,,,,,,,,
5,14779,,0.08075380325317383,,0.0,,0.402212530374527,,0.0,,0.0,,0.25268468260765076,,0.04201727360486984,,0.24553143978118896,,0.013850999064743519,,0.3019298315048218,,0.0,,0.6694903373718262,,,,,,,,,,,,
5,14789,,0.0650809109210968,,0.0,,0.4256232976913452,,0.0,,0.0,,0.21591217815876007,,0.043513860553503036,,0.18891948461532593,,0.011216646060347557,,0.2053728550672531,,0.0,,0.5778196454048157,,,,,,,,,,,,
5,14799,,0.06180499494075775,,0.0,,0.40170231461524963,,0.0,,0.0,,0.2004449963569641,,0.02862670086324215,,0.21308577060699463,,0.016222506761550903,,0.25108224153518677,,0.0,,0.5864847898483276,,,,,,,,,,,,
5,14809,,0.05502114072442055,,0.0,,0.3820701837539673,,0.0,,0.0,,0.18586087226867676,,0.028221899643540382,,0.17424941062927246,,0.01141735166311264,,0.2560376524925232,,0.0,,0.5464392900466919,,,,,,,,,,,,
5,14819,,0.05265408754348755,,0.0,,0.390044629573822,,0.0,,0.0,,0.19054298102855682,,0.03189440071582794,,0.14835397899150848,,0.010747709311544895,,0.22624576091766357,,0.0,,0.5252417922019958,,,,,,,,,,,,
5,14829,,0.05376493185758591,,0.0,,0.39348042011260986,,0.0,,0.0,,0.19501706957817078,,0.03144527226686478,,0.18578895926475525,,0.013160557486116886,,0.17172172665596008,,0.0,,0.5221894979476929,,,,,,,,,,,,
5,14839,,0.042729802429676056,,0.0,,0.3809989392757416,,0.0,,0.0,,0.17770832777023315,,0.033911995589733124,,0.2016693651676178,,0.011622033081948757,,0.1750871241092682,,0.0,,0.5118637681007385,,,,,,,,,,,,
5,14849,,0.04420473054051399,,0.0,,0.37464073300361633,,0.0,,0.0,,0.18531781435012817,,0.035312023013830185,,0.20378641784191132,,0.012990386225283146,,0.18852032721042633,,0.0,,0.5223862528800964,,,,,,,,,,,,
5,14859,,0.04917345196008682,,0.0,,0.4005565047264099,,0.0,,0.0,,0.19002246856689453,,0.021578233689069748,,0.17505645751953125,,0.010700744576752186,,0.1645975410938263,,0.0,,0.5058426856994629,,,,,,,,,,,,
5,14869,,0.04241740331053734,,0.0,,0.3760841190814972,,0.0,,0.0,,0.1754239797592163,,0.02541932463645935,,0.18498656153678894,,0.012493688613176346,,0.15945886075496674,,0.0,,0.4881419539451599,,,,,,,,,,,,
5,14879,,0.037164684385061264,,0.0,,0.36245590448379517,,0.0,,0.0,,0.17903977632522583,,0.018288247287273407,,0.18952451646327972,,0.012679409235715866,,0.19672325253486633,,0.0,,0.4979379177093506,,,,,,,,,,,,
5,14889,,0.04491792246699333,,0.0,,0.36267635226249695,,0.0,,0.0,,0.18938715755939484,,0.028964316472411156,,0.1998409926891327,,0.015161397866904736,,0.12419618666172028,,0.0,,0.48257216811180115,,,,,,,,,,,,
5,14899,,0.044182948768138885,,0.0,,0.37714701890945435,,0.0,,0.0,,0.18624553084373474,,0.027740884572267532,,0.1867525577545166,,0.01142929494380951,,0.20546285808086395,,0.0,,0.5194805264472961,,,,,,,,,,,,
5,14909,,0.03545891121029854,,0.0,,0.35669443011283875,,0.0,,0.0,,0.17590051889419556,,0.03566303476691246,,0.16336771845817566,,0.008935223333537579,,0.20297907292842865,,0.0,,0.48949944972991943,,,,,,,,,,,,
5,14919,,0.060833513736724854,,0.0,,0.4012456238269806,,0.0,,0.0,,0.18675772845745087,,0.05518483743071556,,0.18281283974647522,,0.014742869883775711,,0.2090076506137848,,0.0,,0.5552924871444702,,,,,,,,,,,,
5,14929,,0.03765935078263283,,0.0,,0.3807763457298279,,0.0,,0.0,,0.17510101199150085,,0.021937865763902664,,0.18165279924869537,,0.016727522015571594,,0.22872744500637054,,0.0,,0.5212911367416382,,,,,,,,,,,,
5,14939,,0.044688139110803604,,0.0,,0.3920983076095581,,0.0,,0.0,,0.19727209210395813,,0.03914383798837662,,0.15905717015266418,,0.012006841599941254,,0.22850452363491058,,0.0,,0.5363854169845581,,,,,,,,,,,,
5,14949,,0.034544967114925385,,0.0,,0.38869214057922363,,0.0,,0.0,,0.1768607497215271,,0.019335098564624786,,0.13548420369625092,,0.010884223505854607,,0.22311586141586304,,0.0,,0.4944586157798767,,,,,,,,,,,,
5,14959,,0.06323076039552689,,0.0,,0.38539427518844604,,0.0,,0.0,,0.1992773711681366,,0.03216145187616348,,0.19543635845184326,,0.020211823284626007,,0.23512336611747742,,0.0,,0.5654177069664001,,,,,,,,,,,,
5,14969,,0.055100616067647934,,0.0,,0.38772696256637573,,0.0,,0.0,,0.18359656631946564,,0.023134885355830193,,0.20946739614009857,,0.011417563073337078,,0.16861608624458313,,0.0,,0.5195299983024597,,,,,,,,,,,,
5,14979,,0.050018310546875,,0.0,,0.39105379581451416,,0.0,,0.0,,0.18040364980697632,,0.0272329393774271,,0.21326041221618652,,0.012354145757853985,,0.1930857002735138,,0.0,,0.5337045192718506,,,,,,,,,,,,
5,14989,,0.029971502721309662,,0.0,,0.3717056214809418,,0.0,,0.0,,0.167659729719162,,0.02206016145646572,,0.14549073576927185,,0.009703023359179497,,0.18184679746627808,,0.0,,0.46421879529953003,,,,,,,,,,,,
5,14999,,0.0499427504837513,,0.0,,0.38423997163772583,,0.0,,0.0,,0.19111645221710205,,0.02938036248087883,,0.17797976732254028,,0.013143375515937805,,0.19476158916950226,,0.0,,0.5202820897102356,,,,,,,,,,,,
5,15009,,0.037446025758981705,,0.0,,0.3837876319885254,,0.0,,0.0,,0.17402121424674988,,0.02117694728076458,,0.18633967638015747,,0.009639439173042774,,0.16027489304542542,,0.0,,0.4863429367542267,,,,,,,,,,,,
5,15019,,0.042619429528713226,,0.0,,0.3829498589038849,,0.0,,0.0,,0.17928782105445862,,0.0192036684602499,,0.18998634815216064,,0.015351874753832817,,0.2253403216600418,,0.0,,0.5273696184158325,,,,,,,,,,,,
5,15029,,0.05157410353422165,,0.0,,0.38826999068260193,,0.0,,0.0,,0.19001834094524384,,0.03640462085604668,,0.19868262112140656,,0.013912603259086609,,0.3159753084182739,,0.0,,0.5974187850952148,,,,,,,,,,,,
5,15039,,0.0488143153488636,,0.0,,0.3879912793636322,,0.0,,0.0,,0.19011268019676208,,0.0437174066901207,,0.1481894552707672,,0.010676396079361439,,0.1995968371629715,,0.0,,0.5145491361618042,,,,,,,,,,,,
5,15049,,0.04408452287316322,,0.0,,0.37248778343200684,,0.0,,0.0,,0.1817665696144104,,0.030543435364961624,,0.15781420469284058,,0.013908001594245434,,0.1833835393190384,,0.0,,0.49199405312538147,,,,,,,,,,,,
5,15059,,0.04918834567070007,,0.0,,0.4172109365463257,,0.0,,0.0,,0.18972113728523254,,0.029991058632731438,,0.20257103443145752,,0.016105515882372856,,0.23390206694602966,,0.0,,0.5693450570106506,,,,,,,,,,,,
5,15069,,0.037259384989738464,,0.0,,0.37893885374069214,,0.0,,0.0,,0.17711877822875977,,0.028914934024214745,,0.15253515541553497,,0.01357261836528778,,0.1392803192138672,,0.0,,0.4638100266456604,,,,,,,,,,,,
5,15079,,0.049645546823740005,,0.0,,0.3848263919353485,,0.0,,0.0,,0.1890951693058014,,0.023118289187550545,,0.15972881019115448,,0.014638973399996758,,0.2134120911359787,,0.0,,0.5172326564788818,,,,,,,,,,,,
5,15089,,0.04104730486869812,,0.0,,0.3704145550727844,,0.0,,0.0,,0.1838226318359375,,0.028195763006806374,,0.16038833558559418,,0.013159404508769512,,0.20383058488368988,,0.0,,0.5004292726516724,,,,,,,,,,,,
5,15099,,0.046400271356105804,,0.0,,0.3721505105495453,,0.0,,0.0,,0.18766120076179504,,0.02680613100528717,,0.17485588788986206,,0.013324420899152756,,0.19901341199874878,,0.0,,0.5101059079170227,,,,,,,,,,,,
5,15109,,0.042726919054985046,,0.0,,0.38351669907569885,,0.0,,0.0,,0.17837819457054138,,0.020739272236824036,,0.1752150058746338,,0.01183660514652729,,0.17604102194309235,,0.0,,0.4942268431186676,,,,,,,,,,,,
5,15119,,0.051636140793561935,,0.0,,0.3928278386592865,,0.0,,0.0,,0.18063144385814667,,0.04127645492553711,,0.17037366330623627,,0.01478570606559515,,0.19922862946987152,,0.0,,0.5253799557685852,,,,,,,,,,,,
5,15129,,0.04490060731768608,,0.0,,0.3974943161010742,,0.0,,0.0,,0.18010032176971436,,0.02948201447725296,,0.18381066620349884,,0.01426535565406084,,0.1754099577665329,,0.0,,0.5127316117286682,,,,,,,,,,,,
5,15139,,0.03532414138317108,,0.0,,0.35421425104141235,,0.0,,0.0,,0.17738130688667297,,0.03917742893099785,,0.14330492913722992,,0.009743805043399334,,0.17100605368614197,,0.0,,0.4650759696960449,,,,,,,,,,,,
5,15149,,0.039716754108667374,,0.0,,0.3980143666267395,,0.0,,0.0,,0.17944581806659698,,0.027175985276699066,,0.1796356588602066,,0.009825659915804863,,0.12073323130607605,,0.0,,0.47727376222610474,,,,,,,,,,,,
5,15159,,0.03712034225463867,,0.0,,0.40089333057403564,,0.0,,0.0,,0.1809851974248886,,0.03630136325955391,,0.151625856757164,,0.011283640749752522,,0.19788116216659546,,0.0,,0.5080454349517822,,,,,,,,,,,,
5,15169,,0.07805506885051727,,0.0,,0.42253613471984863,,0.0,,0.0,,0.20365305244922638,,0.03985781967639923,,0.19162169098854065,,0.019101835787296295,,0.2645076811313629,,0.0,,0.609666645526886,,,,,,,,,,,,
5,15179,,0.06929565966129303,,0.0,,0.424213707447052,,0.0,,0.0,,0.19775673747062683,,0.02543320134282112,,0.20883531868457794,,0.012789756990969181,,0.17961442470550537,,0.0,,0.5589693784713745,,,,,,,,,,,,
5,15189,,0.06348108500242233,,0.0,,0.41319793462753296,,0.0,,0.0,,0.19558662176132202,,0.021044500172138214,,0.2499997615814209,,0.01077238004654646,,0.2038480043411255,,0.0,,0.5789651870727539,,,,,,,,,,,,
5,15199,,0.06289166212081909,,0.0,,0.40471217036247253,,0.0,,0.0,,0.19753921031951904,,0.02921643666923046,,0.12196174263954163,,0.010691446252167225,,0.2260439097881317,,0.0,,0.5265283584594727,,,,,,,,,,,,
5,15209,,0.05228543281555176,,0.0,,0.4235634207725525,,0.0,,0.0,,0.17992356419563293,,0.026642877608537674,,0.18530331552028656,,0.012452596798539162,,0.2366940826177597,,0.0,,0.5584326982498169,,,,,,,,,,,,
5,15219,,0.04139675199985504,,0.0,,0.37043294310569763,,0.0,,0.0,,0.17787043750286102,,0.018733054399490356,,0.1668957769870758,,0.011750549077987671,,0.244221493601799,,0.0,,0.5156505107879639,,,,,,,,,,,,
5,15229,,0.054596900939941406,,0.0,,0.3936975300312042,,0.0,,0.0,,0.19439628720283508,,0.03435419499874115,,0.18321876227855682,,0.01267505344003439,,0.20582585036754608,,0.0,,0.53938227891922,,,,,,,,,,,,
5,15239,,0.05550312623381615,,0.0,,0.41619673371315,,0.0,,0.0,,0.18666936457157135,,0.027542738243937492,,0.1756298542022705,,0.010198047384619713,,0.15323741734027863,,0.0,,0.5124886631965637,,,,,,,,,,,,
5,15249,,0.04685836285352707,,0.0,,0.3979856073856354,,0.0,,0.0,,0.19087019562721252,,0.023816773667931557,,0.185465469956398,,0.013083720579743385,,0.14424528181552887,,0.0,,0.5011627078056335,,,,,,,,,,,,
5,15259,,0.04263530299067497,,0.0,,0.40138962864875793,,0.0,,0.0,,0.17841464281082153,,0.018020708113908768,,0.21911706030368805,,0.013031914830207825,,0.21794164180755615,,0.0,,0.5452754497528076,,,,,,,,,,,,
5,15269,,0.053195226937532425,,0.0,,0.4026908576488495,,0.0,,0.0,,0.18796619772911072,,0.02280905842781067,,0.1420162469148636,,0.010632656514644623,,0.1487845778465271,,0.0,,0.48404741287231445,,,,,,,,,,,,
5,15279,,0.04659548029303551,,0.0,,0.3887307941913605,,0.0,,0.0,,0.18102538585662842,,0.0248490609228611,,0.1683601289987564,,0.01111105177551508,,0.16622337698936462,,0.0,,0.49344760179519653,,,,,,,,,,,,
5,15289,,0.04798224940896034,,0.0,,0.40701988339424133,,0.0,,0.0,,0.18038176000118256,,0.03095574676990509,,0.1449769139289856,,0.012520882301032543,,0.19886372983455658,,0.0,,0.5113506317138672,,,,,,,,,,,,
5,15299,,0.05507507547736168,,0.0,,0.39706048369407654,,0.0,,0.0,,0.19425898790359497,,0.043481696397066116,,0.1581776738166809,,0.010585781186819077,,0.1625136435031891,,0.0,,0.510576605796814,,,,,,,,,,,,
5,15309,,0.06508832424879074,,0.0,,0.4089016318321228,,0.0,,0.0,,0.1998073309659958,,0.03699081391096115,,0.19849024713039398,,0.012976747006177902,,0.23991155624389648,,0.0,,0.581083357334137,,,,,,,,,,,,
5,15319,,0.05150463432073593,,0.0,,0.397706001996994,,0.0,,0.0,,0.18942010402679443,,0.031338341534137726,,0.1758228838443756,,0.012053459882736206,,0.21551981568336487,,0.0,,0.5366826057434082,,,,,,,,,,,,
5,15329,,0.041493095457553864,,0.0,,0.39495643973350525,,0.0,,0.0,,0.18414446711540222,,0.03665913641452789,,0.1673721820116043,,0.013157211244106293,,0.19432306289672852,,0.0,,0.516052782535553,,,,,,,,,,,,
5,15339,,0.04877156391739845,,0.0,,0.39808008074760437,,0.0,,0.0,,0.18596303462982178,,0.03263731300830841,,0.22518670558929443,,0.012932817451655865,,0.21472498774528503,,0.0,,0.5591483116149902,,,,,,,,,,,,
5,15349,,0.04281097277998924,,0.0,,0.39157307147979736,,0.0,,0.0,,0.17597636580467224,,0.021173397079110146,,0.1865498125553131,,0.013100535608828068,,0.22634486854076385,,0.0,,0.528764545917511,,,,,,,,,,,,
5,15359,,0.04638978838920593,,0.0,,0.3929733633995056,,0.0,,0.0,,0.18134133517742157,,0.02483556978404522,,0.169649139046669,,0.015810547396540642,,0.23199576139450073,,0.0,,0.5314977765083313,,,,,,,,,,,,
5,15369,,0.033607117831707,,0.0,,0.365975558757782,,0.0,,0.0,,0.17571523785591125,,0.024201257154345512,,0.1666438728570938,,0.01075929868966341,,0.22687076032161713,,0.0,,0.5018866062164307,,,,,,,,,,,,
5,15379,,0.04409413784742355,,0.0,,0.3844769299030304,,0.0,,0.0,,0.1781044602394104,,0.024578742682933807,,0.16398464143276215,,0.014613649807870388,,0.34587258100509644,,0.0,,0.577862560749054,,,,,,,,,,,,
5,15389,,0.04461146146059036,,0.0,,0.3812781572341919,,0.0,,0.0,,0.17868196964263916,,0.02273246832191944,,0.1745454967021942,,0.013404551893472672,,0.22824330627918243,,0.0,,0.5217486619949341,,,,,,,,,,,,
5,15399,,0.04261010140180588,,0.0,,0.38092121481895447,,0.0,,0.0,,0.16986635327339172,,0.02793128974735737,,0.17963837087154388,,0.014219691976904869,,0.17200136184692383,,0.0,,0.4935941994190216,,,,,,,,,,,,
5,15409,,0.046198468655347824,,0.0,,0.40124890208244324,,0.0,,0.0,,0.17552293837070465,,0.027923662215471268,,0.18837672472000122,,0.0154383834451437,,0.20682580769062042,,0.0,,0.5307674407958984,,,,,,,,,,,,
5,15419,,0.03759007528424263,,0.0,,0.36511537432670593,,0.0,,0.0,,0.17475317418575287,,0.022015752270817757,,0.16902831196784973,,0.01185799390077591,,0.17534860968589783,,0.0,,0.4778546690940857,,,,,,,,,,,,
5,15429,,0.04562200605869293,,0.0,,0.3967067003250122,,0.0,,0.0,,0.1823691576719284,,0.03217032924294472,,0.20784321427345276,,0.009910943917930126,,0.17445075511932373,,0.0,,0.5245365500450134,,,,,,,,,,,,
5,15439,,0.043895699083805084,,0.0,,0.3818853199481964,,0.0,,0.0,,0.1816493570804596,,0.028965916484594345,,0.1976451575756073,,0.014566618949174881,,0.2724701464176178,,0.0,,0.5605391263961792,,,,,,,,,,,,
5,15449,,0.045554421842098236,,0.0,,0.36774957180023193,,0.0,,0.0,,0.1863267719745636,,0.023742802441120148,,0.13632023334503174,,0.009677279740571976,,0.20774894952774048,,0.0,,0.4885599911212921,,,,,,,,,,,,
5,15459,,0.04142806679010391,,0.0,,0.38248783349990845,,0.0,,0.0,,0.17848022282123566,,0.021839946508407593,,0.14196176826953888,,0.01123707927763462,,0.2367008626461029,,0.0,,0.507067859172821,,,,,,,,,,,,
5,15469,,0.05212084576487541,,0.0,,0.41055092215538025,,0.0,,0.0,,0.1804865002632141,,0.03496604785323143,,0.19563592970371246,,0.009111269377171993,,0.2321571558713913,,0.0,,0.5575143694877625,,,,,,,,,,,,
5,15479,,0.0420038104057312,,0.0,,0.38025450706481934,,0.0,,0.0,,0.1825396567583084,,0.026853403076529503,,0.15936248004436493,,0.010801265016198158,,0.1277751326560974,,0.0,,0.4647951126098633,,,,,,,,,,,,
5,15489,,0.04279372841119766,,0.0,,0.38352715969085693,,0.0,,0.0,,0.17655278742313385,,0.02036614902317524,,0.1590336710214615,,0.014672406017780304,,0.14861713349819183,,0.0,,0.47278153896331787,,,,,,,,,,,,
5,15499,,0.03649440407752991,,0.0,,0.37828150391578674,,0.0,,0.0,,0.17662711441516876,,0.029871150851249695,,0.17661622166633606,,0.010309581644833088,,0.1475459188222885,,0.0,,0.47787293791770935,,,,,,,,,,,,
5,15509,,0.0462661013007164,,0.0,,0.365462064743042,,0.0,,0.0,,0.19122418761253357,,0.04438352957367897,,0.22122667729854584,,0.015483411028981209,,0.17894601821899414,,0.0,,0.5314960479736328,,,,,,,,,,,,
5,15519,,0.03812233358621597,,0.0,,0.39093533158302307,,0.0,,0.0,,0.17917004227638245,,0.025142816826701164,,0.18567703664302826,,0.013524475507438183,,0.23251429200172424,,0.0,,0.5325431823730469,,,,,,,,,,,,
5,15529,,0.031377408653497696,,0.0,,0.36558955907821655,,0.0,,0.0,,0.17145836353302002,,0.028515858575701714,,0.16436250507831573,,0.01323016732931137,,0.16632869839668274,,0.0,,0.47043126821517944,,,,,,,,,,,,
5,15539,,0.03575025498867035,,0.0,,0.38354119658470154,,0.0,,0.0,,0.1749667525291443,,0.03042161650955677,,0.18837614357471466,,0.01375308632850647,,0.2419745773077011,,0.0,,0.5343918204307556,,,,,,,,,,,,
5,15549,,0.046343348920345306,,0.0,,0.3891564905643463,,0.0,,0.0,,0.1857086718082428,,0.04483869671821594,,0.23347987234592438,,0.01175558939576149,,0.24137558043003082,,0.0,,0.5763291120529175,,,,,,,,,,,,
