epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_depth_anchor_epoch,train/L_depth_anchor_step,train/L_geo_pred_pred_art_epoch,train/L_geo_pred_pred_art_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_p_rev_balance_epoch,train/L_p_rev_balance_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_traj_proj_epoch,train/L_traj_proj_step,train/L_trajectory_epoch,train/L_trajectory_m2,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,val/L_coord,val/L_depth_anchor,val/L_geo_pred_pred_art,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_p_rev_balance,val/L_point_3d,val/L_point_map,val/L_traj_proj,val/L_trajectory,val/L_trajectory_m2,val/L_vae_total,val/loss_total
0,9,,0.34829580783843994,,0.52464759349823,,0.4658586084842682,,0.0,,0.8004838824272156,,0.9606504440307617,,0.6402305960655212,,,14.54920768737793,1.2453023195266724,,0.041643787175416946,,0.30208444595336914,,4.9330854415893555,,0.40921708941459656,,,1.3963453769683838,,0.9606504440307617,,3.57527232170105,,,,,,,,,,,,,,,,,,
0,19,,0.33959776163101196,,1.077979564666748,,0.40613046288490295,,0.0,,0.6157978773117065,,1.0339457988739014,,0.6367517113685608,,,12.0879487991333,1.1055185794830322,,0.031905096024274826,,0.33722588419914246,,4.514989852905273,,0.3722524046897888,,,1.317898154258728,,1.0339457988739014,,3.516874313354492,,,,,,,,,,,,,,,,,,
0,29,,0.30462169647216797,,0.9997093081474304,,0.3955366313457489,,0.0,,0.64410001039505,,1.0686367750167847,,0.5925235748291016,,,15.607483863830566,1.7956898212432861,,0.021230420097708702,,0.3011058568954468,,3.984790802001953,,0.28925755620002747,,,1.3124017715454102,,1.0686367750167847,,3.1614084243774414,,,,,,,,,,,,,,,,,,
0,39,,0.24082210659980774,,0.5013905167579651,,0.357241153717041,,0.0,,0.663209080696106,,1.1095848083496094,,0.5875440239906311,,,5.156091213226318,2.0533318519592285,,0.016948005184531212,,0.285444051027298,,3.230470657348633,,0.18867814540863037,,,1.418216347694397,,1.1095848083496094,,2.4564836025238037,,,,,,,,,,,,,,,,,,
0,49,,0.23889219760894775,,0.9475561380386353,,0.31998637318611145,,0.0,,0.6423407793045044,,1.032512903213501,,0.5851842761039734,,,11.328956604003906,2.0291457176208496,,0.010399452410638332,,0.24227818846702576,,3.3134031295776367,,0.21018774807453156,,,1.339163064956665,,1.032512903213501,,2.713388204574585,,,,,,,,,,,,,,,,,,
0,59,,0.22990262508392334,,0.3643701672554016,,0.28535449504852295,,0.0,,0.6508439779281616,,1.046199083328247,,0.5702279806137085,,,9.671796798706055,1.413253903388977,,0.006963776424527168,,0.2619574964046478,,2.8998563289642334,,0.19329211115837097,,,1.466200828552246,,1.046199083328247,,2.2011499404907227,,,,,,,,,,,,,,,,,,
0,69,,0.24869854748249054,,0.6166526079177856,,0.2543022930622101,,0.0,,0.635287880897522,,1.0324798822402954,,0.5490204095840454,,,13.811286926269531,2.067335605621338,,0.005349502433091402,,0.2226315140724182,,3.017263412475586,,0.20888786017894745,,,1.3844798803329468,,1.0324798822402954,,2.3914999961853027,,,,,,,,,,,,,,,,,,
0,79,,0.278847873210907,,0.23117326200008392,,0.21721239387989044,,0.0,,0.6373298168182373,,1.1097112894058228,,0.4671037495136261,,,13.298291206359863,1.2723661661148071,,0.004175357520580292,,0.2393617480993271,,3.1678099632263184,,0.26379457116127014,,,1.3749361038208008,,1.1097112894058228,,2.313286304473877,,,,,,,,,,,,,,,,,,
0,89,,0.2653005123138428,,0.27313849329948425,,0.21515926718711853,,0.0,,0.6096472144126892,,1.0793663263320923,,0.5388152003288269,,,8.952418327331543,1.2601934671401978,,0.0029751684051007032,,0.22843991219997406,,2.566948890686035,,0.21808047592639923,,,1.372041940689087,,1.0793663263320923,,1.9895614385604858,,,,,,,,,,,,,,,,,,
0,99,,0.2299637496471405,,0.9196681380271912,,0.18549802899360657,,0.0,,0.617251992225647,,1.0415922403335571,,0.5125279426574707,,,9.499524116516113,1.815139651298523,,0.0019097690237686038,,0.25581496953964233,,2.79693603515625,,0.20997314155101776,,,1.4882042407989502,,1.0415922403335571,,2.4064011573791504,,,,,,,,,,,,,,,,,,
