epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_geo_pred_pred_art_epoch,train/L_geo_pred_pred_art_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_p_rev_balance_epoch,train/L_p_rev_balance_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_traj_proj_epoch,train/L_traj_proj_step,train/L_trajectory_epoch,train/L_trajectory_m2,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,val/L_coord,val/L_geo_pred_pred_art,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_p_rev_balance,val/L_point_3d,val/L_point_map,val/L_traj_proj,val/L_trajectory,val/L_trajectory_m2,val/L_vae_total,val/loss_total
3,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020407121628522873,0.054146990180015564,0.0,0.22544841468334198,1.0,0.3311275541782379,0.0,0.0,0.0001175561046693474,149.51914978027344,0.23687250912189484,0.6128455400466919,1.0962516069412231,2.344806432723999,1.0,0.5532602071762085
3,163,0.023669734597206116,,0.06024559959769249,,0.0,,0.2572099566459656,,1.0,,0.3292365074157715,,0.0,0.0,,,0.00012957445869687945,,150.14645385742188,,0.313700407743454,,0.6085496544837952,,1.1110153198242188,1.9478397369384766,,1.0,,0.6076543927192688,,0.23325347900390625,,,,,,,,,,,,,,,,
4,169,,0.018260058015584946,,0.05268120765686035,,0.0,,0.24667827785015106,,1.0,,0.3334897756576538,,,0.0,0.0,,0.00014282105257734656,,148.66204833984375,,0.2613317370414734,,0.568768322467804,,,1.0687943696975708,,1.0,,0.5528587102890015,,,,,,,,,,,,,,,,,
4,179,,0.020972464233636856,,0.0490000881254673,,0.0,,0.23746785521507263,,1.0,,0.3171254098415375,,,0.0,0.0,,1.3685391422768589e-05,,143.01492309570312,,0.2788853347301483,,0.56981360912323,,,1.0645276308059692,,1.0,,0.5584765076637268,,,,,,,,,,,,,,,,,
4,189,,0.020937081426382065,,0.04642307013273239,,0.0,,0.22344471514225006,,1.0,,0.3340946137905121,,,0.0,0.0,,0.00011671928223222494,,140.37191772460938,,0.26933497190475464,,0.5351085662841797,,,1.1385838985443115,,1.0,,0.5291133522987366,,,,,,,,,,,,,,,,,
4,199,,0.029129881411790848,,0.04770013689994812,,0.0,,0.2170206904411316,,1.0,,0.3295860290527344,,,0.0,0.0,,6.864173337817192e-05,,149.18569946289062,,0.2513497769832611,,0.5086996555328369,,,1.1105592250823975,,1.0,,0.5079043507575989,,,,,,,,,,,,,,,,,
4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01842714287340641,0.04823533073067665,0.0,0.1914069652557373,1.0,0.31551826000213623,0.0,0.0,9.995497384807095e-05,146.67027282714844,0.2180633842945099,0.5776301622390747,1.1046440601348877,2.346782684326172,1.0,0.5076373219490051
4,204,0.019239110872149467,,0.05111229792237282,,0.0,,0.21993480622768402,,1.0,,0.3286651372909546,,0.0,0.0,,,0.00010726956679718569,,147.47019958496094,,0.27666521072387695,,0.5584295392036438,,1.1197971105575562,1.9500759840011597,,1.0,,0.542299211025238,,0.23185838758945465,,,,,,,,,,,,,,,,
5,209,,0.019679319113492966,,0.048993177711963654,,0.0,,0.2164793610572815,,1.0,,0.33297890424728394,,,0.0,0.0,,9.361881529912353e-05,,143.66502380371094,,0.26347941160202026,,0.5767795443534851,,,1.0683424472808838,,1.0,,0.5431548953056335,,,,,,,,,,,,,,,,,
5,219,,0.015068408101797104,,0.04704705998301506,,0.0,,0.1888565719127655,,1.0,,0.3440166413784027,,,0.0,0.0,,0.0004608448944054544,,145.93896484375,,0.23980684578418732,,0.5675770044326782,,,1.1687114238739014,,1.0,,0.5105895400047302,,,,,,,,,,,,,,,,,
5,229,,0.016377918422222137,,0.039522815495729446,,0.0,,0.17550452053546906,,1.0,,0.3154189884662628,,,0.0,0.0,,3.619245035224594e-05,,138.76290893554688,,0.2550513446331024,,0.513355016708374,,,1.1714153289794922,,1.0,,0.48411479592323303,,,,,,,,,,,,,,,,,
5,239,,0.0175093412399292,,0.042120713740587234,,0.0,,0.17525218427181244,,1.0,,0.3290404677391052,,,0.0,0.0,,3.8514506741194054e-05,,139.93145751953125,,0.24712330102920532,,0.44767194986343384,,,1.1134082078933716,,1.0,,0.448009729385376,,,,,,,,,,,,,,,,,
5,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0166937168687582,0.04027252644300461,0.0,0.1781945526599884,1.0,0.32927206158638,0.0,0.0,5.646661520586349e-05,144.1197509765625,0.20906761288642883,0.5430067181587219,1.1151823997497559,2.3490686416625977,1.0,0.47753679752349854
5,245,0.017467303201556206,,0.04398477450013161,,0.0,,0.19184580445289612,,1.0,,0.3280295729637146,,0.0,0.0,,,0.00013320856669452041,,144.79495239257812,,0.26020967960357666,,0.5144766569137573,,1.130910873413086,1.9540047645568848,,1.0,,0.4964647889137268,,0.23045535385608673,,,,,,,,,,,,,,,,
6,249,,0.02005276456475258,,0.0395563542842865,,0.0,,0.16458569467067719,,1.0,,0.32504338026046753,,,0.0,0.0,,3.0736966891709017e-06,,149.7709503173828,,0.2530583143234253,,0.4789375066757202,,,1.1951489448547363,,1.0,,0.46227431297302246,,,,,,,,,,,,,,,,,
6,259,,0.014802094548940659,,0.03831683471798897,,0.0,,0.17346754670143127,,1.0,,0.32433366775512695,,,0.0,0.0,,4.550883659248939e-06,,146.06163024902344,,0.24371880292892456,,0.43995749950408936,,,1.1434483528137207,,1.0,,0.4398069381713867,,,,,,,,,,,,,,,,,
6,269,,0.013325373642146587,,0.0422825887799263,,0.0,,0.1689852476119995,,1.0,,0.33009323477745056,,,0.0,0.0,,2.2560077923117206e-05,,133.1222686767578,,0.25076740980148315,,0.456902414560318,,,1.1963022947311401,,1.0,,0.44922974705696106,,,,,,,,,,,,,,,,,
6,279,,0.01929016038775444,,0.036711521446704865,,0.0,,0.16528263688087463,,1.0,,0.31097573041915894,,,0.0,0.0,,0.0001263819431187585,,137.45770263671875,,0.2614985406398773,,0.4411758482456207,,,1.1501336097717285,,1.0,,0.4473579227924347,,,,,,,,,,,,,,,,,
6,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015488900244235992,0.03658876195549965,0.0,0.16779537498950958,1.0,0.32470011711120605,0.0,0.0,1.1677857401082292e-05,141.16281127929688,0.2046452760696411,0.5213243961334229,1.1227130889892578,2.3507041931152344,1.0,0.4582916796207428
6,286,0.016021810472011566,,0.038316257297992706,,0.0,,0.17729893326759338,,1.0,,0.32794320583343506,,0.0,0.0,,,0.00011119262489955872,,142.18438720703125,,0.2495793104171753,,0.4830660820007324,,1.140123724937439,1.9569573402404785,,1.0,,0.46687033772468567,,0.22982223331928253,,,,,,,,,,,,,,,,
7,289,,0.01331704668700695,,0.0356258749961853,,0.0,,0.16595801711082458,,1.0,,0.33240312337875366,,,0.0,0.0,,8.636741404188797e-05,,136.40261840820312,,0.24338257312774658,,0.39853495359420776,,,1.1088125705718994,,1.0,,0.4142020642757416,,,,,,,,,,,,,,,,,
7,299,,0.018783999606966972,,0.04271466284990311,,0.0,,0.16648045182228088,,1.0,,0.3449561893939972,,,0.0,0.0,,0.0004212105122860521,,139.66900634765625,,0.2643917202949524,,0.5183314681053162,,,1.058807134628296,,1.0,,0.48847588896751404,,,,,,,,,,,,,,,,,
7,309,,0.021826546639204025,,0.036190591752529144,,0.0,,0.18250741064548492,,1.0,,0.33012035489082336,,,0.0,0.0,,4.259170236764476e-05,,143.70083618164062,,0.2495986819267273,,0.47590839862823486,,,1.2127983570098877,,1.0,,0.4685608744621277,,,,,,,,,,,,,,,,,
7,319,,0.011736745946109295,,0.02657213807106018,,0.0,,0.15389814972877502,,1.0,,0.31039634346961975,,,0.0,0.0,,0.0001361779577564448,,137.95486450195312,,0.23606938123703003,,0.3842673897743225,,,1.1562399864196777,,1.0,,0.39571115374565125,,,,,,,,,,,,,,,,,
7,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014972306787967682,0.03477831929922104,0.0,0.1631586104631424,1.0,0.33048301935195923,0.0,0.0,0.00010359265434090048,140.71200561523438,0.2020678073167801,0.4901627004146576,1.1315616369247437,2.3532216548919678,1.0,0.43871036171913147
7,327,0.015149948187172413,,0.03512265160679817,,0.0,,0.16426357626914978,,1.0,,0.3276728093624115,,0.0,0.0,,,9.841025894274935e-05,,139.90969848632812,,0.24314920604228973,,0.4542669355869293,,1.1500316858291626,1.9599499702453613,,1.0,,0.44197630882263184,,0.22908392548561096,,,,,,,,,,,,,,,,
8,329,,0.019989248365163803,,0.03538144379854202,,0.0,,0.1746671497821808,,1.0,,0.3586011230945587,,,0.0,0.0,,0.0010540620423853397,,142.10604858398438,,0.2484922707080841,,0.4379628896713257,,,1.2167561054229736,,1.0,,0.4446209669113159,,,,,,,,,,,,,,,,,
8,339,,0.010979810729622841,,0.034535180777311325,,0.0,,0.15457627177238464,,1.0,,0.31737613677978516,,,0.0,0.0,,8.320216875290498e-05,,142.442138671875,,0.24224606156349182,,0.4101942777633667,,,1.1646060943603516,,1.0,,0.41249334812164307,,,,,,,,,,,,,,,,,
8,349,,0.013864817097783089,,0.03339724987745285,,0.0,,0.16978740692138672,,1.0,,0.34643521904945374,,,0.0,0.0,,0.00047054514288902283,,137.86026000976562,,0.23492459952831268,,0.41154149174690247,,,1.1322870254516602,,1.0,,0.4186341464519501,,,,,,,,,,,,,,,,,
8,359,,0.012299860827624798,,0.030842993408441544,,0.0,,0.17194747924804688,,1.0,,0.3174559473991394,,,0.0,0.0,,3.916027708328329e-05,,141.73129272460938,,0.23858438432216644,,0.4487212896347046,,,1.169171929359436,,1.0,,0.43888041377067566,,,,,,,,,,,,,,,,,
8,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014003611169755459,0.03315303847193718,0.0,0.15457727015018463,1.0,0.33422622084617615,0.0,0.0,0.00021555896091740578,137.47422790527344,0.19587813317775726,0.4763278663158417,1.1380362510681152,2.354383707046509,1.0,0.4238165616989136
8,368,0.014222078025341034,,0.03250214457511902,,0.0,,0.15231098234653473,,1.0,,0.32679983973503113,,0.0,0.0,,,0.0001765852066455409,,138.70858764648438,,0.23659971356391907,,0.428255558013916,,1.1575669050216675,1.9616814851760864,,1.0,,0.41903257369995117,,0.22770802676677704,,,,,,,,,,,,,,,,
9,369,,0.011195988394320011,,0.02858728915452957,,0.0,,0.1551743894815445,,1.0,,0.32339587807655334,,,0.0,0.0,,1.7741045894581475e-06,,142.25990295410156,,0.2266915887594223,,0.37947916984558105,,,1.1225669384002686,,1.0,,0.389130175113678,,,,,,,,,,,,,,,,,
9,379,,0.010538538917899132,,0.03013075329363346,,0.0,,0.1339515745639801,,1.0,,0.3241957128047943,,,0.0,0.0,,6.956121069379151e-06,,138.5590057373047,,0.23072251677513123,,0.4040268361568451,,,1.1651793718338013,,1.0,,0.3926362991333008,,,,,,,,,,,,,,,,,
9,389,,0.01183236576616764,,0.030616872012615204,,0.0,,0.17161396145820618,,1.0,,0.32642775774002075,,,0.0,0.0,,2.481730021486328e-08,,141.36868286132812,,0.21544797718524933,,0.44299930334091187,,,1.0931446552276611,,1.0,,0.42400848865509033,,,,,,,,,,,,,,,,,
9,399,,0.013458565808832645,,0.03130900114774704,,0.0,,0.12552279233932495,,1.0,,0.33088842034339905,,,0.0,0.0,,2.0268258595024236e-05,,135.75144958496094,,0.23103703558444977,,0.4979662299156189,,,1.1569678783416748,,1.0,,0.4371333420276642,,,,,,,,,,,,,,,,,
9,409,,0.014846816658973694,,0.03333874046802521,,0.0,,0.16949740052223206,,1.0,,0.3319224715232849,,,0.0,0.0,,7.802015170454979e-05,,131.3863983154297,,0.22135604918003082,,0.384355366230011,,,1.190540075302124,,1.0,,0.3984006941318512,,,,,,,,,,,,,,,,,
9,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013929858803749084,0.03292640298604965,0.0,0.15330849587917328,1.0,0.33329617977142334,0.0,0.0,0.00019831254030577838,133.03329467773438,0.19157500565052032,0.45334121584892273,1.1419328451156616,2.3560657501220703,1.0,0.4094690680503845
9,409,0.012938474304974079,,0.03059464879333973,,0.0,,0.14492186903953552,,1.0,,0.32874003052711487,,0.0,0.0,,,0.00016446450899820775,,134.90821838378906,,0.23186832666397095,,0.40327244997024536,,1.1654738187789917,1.964529037475586,,1.0,,0.3996421992778778,,0.22920773923397064,,,,,,,,,,,,,,,,
10,419,,0.013125946745276451,,0.02694062888622284,,0.0,,0.14199765026569366,,1.0,,0.3138531446456909,,,0.0,0.0,,9.058376599568874e-05,,131.69686889648438,,0.21916444599628448,,0.3585805296897888,,,1.2201299667358398,,1.0,,0.36917364597320557,,,,,,,,,,,,,,,,,
10,429,,0.01203895453363657,,0.03010350838303566,,0.0,,0.1341618299484253,,1.0,,0.3068212866783142,,,0.0,0.0,,0.00026147309108637273,,132.84906005859375,,0.21121539175510406,,0.4603942334651947,,,1.1038217544555664,,1.0,,0.41204628348350525,,,,,,,,,,,,,,,,,
10,439,,0.013177027925848961,,0.0379866324365139,,0.0,,0.1433548629283905,,1.0,,0.33355438709259033,,,0.0,0.0,,8.229426020989195e-05,,131.50645446777344,,0.2352641224861145,,0.4163632392883301,,,1.3007029294967651,,1.0,,0.40791943669319153,,,,,,,,,,,,,,,,,
10,449,,0.013874702155590057,,0.02771586738526821,,0.0,,0.13572818040847778,,1.0,,0.32198694348335266,,,0.0,0.0,,3.776798985200003e-05,,130.912841796875,,0.2261250615119934,,0.31735140085220337,,,1.1084498167037964,,1.0,,0.3493301570415497,,,,,,,,,,,,,,,,,
10,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01333314087241888,0.03193933144211769,0.0,0.15197701752185822,1.0,0.31635820865631104,0.0,0.0,9.702798706712201e-05,128.6044464111328,0.19058704376220703,0.4378616511821747,1.1474932432174683,2.357001304626465,1.0,0.40012192726135254
10,450,0.01245732232928276,,0.030311422422528267,,0.0,,0.1417645961046219,,1.0,,0.33041146397590637,,0.0,0.0,,,0.00020062181283719838,,130.494140625,,0.22749845683574677,,0.37894994020462036,,1.16824471950531,1.9653970003128052,,1.0,,0.3834666311740875,,0.23044320940971375,,,,,,,,,,,,,,,,
11,459,,0.010122326202690601,,0.03117944858968258,,0.0,,0.1457877904176712,,1.0,,0.3467671573162079,,,0.0,0.0,,0.0005627541686408222,,127.05879211425781,,0.23045898973941803,,0.3995317220687866,,,1.1518328189849854,,1.0,,0.3963497281074524,,,,,,,,,,,,,,,,,
11,469,,0.01048227958381176,,0.029338281601667404,,0.0,,0.12233587354421616,,1.0,,0.3248816430568695,,,0.0,0.0,,2.057548044831492e-06,,130.7341766357422,,0.2176041305065155,,0.3632107079029083,,,1.1430535316467285,,1.0,,0.3597513735294342,,,,,,,,,,,,,,,,,
11,479,,0.012797841802239418,,0.02756468392908573,,0.0,,0.14661149680614471,,1.0,,0.326911598443985,,,0.0,0.0,,1.26470411032642e-06,,116.88826751708984,,0.22292500734329224,,0.40387916564941406,,,1.1861011981964111,,1.0,,0.3958638608455658,,,,,,,,,,,,,,,,,
11,489,,0.010529439896345139,,0.025913164019584656,,0.0,,0.11526346951723099,,1.0,,0.3112553656101227,,,0.0,0.0,,0.00015504058683291078,,125.14556884765625,,0.2187686413526535,,0.3587343394756317,,,1.1485295295715332,,1.0,,0.354316771030426,,,,,,,,,,,,,,,,,
11,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013165870681405067,0.031234631314873695,0.0,0.14767436683177948,1.0,0.3254971206188202,0.0,0.0,4.3484396883286536e-05,123.75746154785156,0.1945963203907013,0.43791916966438293,1.1549664735794067,2.358288526535034,1.0,0.39982306957244873
11,491,0.011706769466400146,,0.029292263090610504,,0.0,,0.1345389485359192,,1.0,,0.32783305644989014,,0.0,0.0,,,9.509250230621547e-05,,126.06938171386719,,0.22089895606040955,,0.3539232015609741,,1.1756833791732788,1.9684292078018188,,1.0,,0.36351075768470764,,0.22810468077659607,,,,,,,,,,,,,,,,
12,499,,0.010408669710159302,,0.026148533448576927,,0.0,,0.13034819066524506,,1.0,,0.31043413281440735,,,0.0,0.0,,0.0001268198830075562,,120.13789367675781,,0.21640808880329132,,0.34210556745529175,,,1.1365878582000732,,1.0,,0.3523135185241699,,,,,,,,,,,,,,,,,
12,509,,0.01194903813302517,,0.02783404290676117,,0.0,,0.15006881952285767,,1.0,,0.3136569559574127,,,0.0,0.0,,8.679113670950755e-05,,117.52915954589844,,0.22785791754722595,,0.3518712520599365,,,1.2231535911560059,,1.0,,0.3737003207206726,,,,,,,,,,,,,,,,,
12,519,,0.010154730640351772,,0.030097028240561485,,0.0,,0.1523299664258957,,1.0,,0.31193068623542786,,,0.0,0.0,,0.00015695233014412224,,110.88999938964844,,0.22260437905788422,,0.31842413544654846,,,1.191382884979248,,1.0,,0.3548447787761688,,,,,,,,,,,,,,,,,
12,529,,0.010008243843913078,,0.026652589440345764,,0.0,,0.14260849356651306,,1.0,,0.3216553330421448,,,0.0,0.0,,6.187903522913984e-07,,130.13009643554688,,0.222622349858284,,0.31795328855514526,,,1.134717583656311,,1.0,,0.3492617607116699,,,,,,,,,,,,,,,,,
12,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012288523837924004,0.029822830110788345,0.0,0.14981700479984283,1.0,0.3384585380554199,0.0,0.0,0.0002390573499724269,119.33441925048828,0.18740630149841309,0.4098777770996094,1.1569417715072632,2.3589677810668945,1.0,0.38279661536216736
12,532,0.011180770583450794,,0.028203602880239487,,0.0,,0.1288544088602066,,1.0,,0.32811880111694336,,0.0,0.0,,,0.0001717594132060185,,121.45330047607422,,0.21895113587379456,,0.33137914538383484,,1.1820991039276123,1.970112919807434,,1.0,,0.34808897972106934,,0.2283032387495041,,,,,,,,,,,,,,,,
13,539,,0.009681965224444866,,0.027338754385709763,,0.0,,0.1197245791554451,,1.0,,0.3308841586112976,,,0.0,0.0,,4.214127693558112e-05,,119.6222152709961,,0.21555981040000916,,0.3250883221626282,,,1.1864566802978516,,1.0,,0.3377822935581207,,,,,,,,,,,,,,,,,
13,549,,0.012813136912882328,,0.030851101502776146,,0.0,,0.12659914791584015,,1.0,,0.32845431566238403,,,0.0,0.0,,9.12225232241326e-07,,114.13468933105469,,0.21663528680801392,,0.27472561597824097,,,1.1491351127624512,,1.0,,0.31847214698791504,,,,,,,,,,,,,,,,,
13,559,,0.010726065374910831,,0.027820585295557976,,0.0,,0.1214446872472763,,1.0,,0.3304847776889801,,,0.0,0.0,,2.784114985843189e-05,,126.14903259277344,,0.2151603400707245,,0.32497820258140564,,,1.1213722229003906,,1.0,,0.33895060420036316,,,,,,,,,,,,,,,,,
13,569,,0.010452499613165855,,0.027317790314555168,,0.0,,0.13209034502506256,,1.0,,0.3327237665653229,,,0.0,0.0,,2.5554636522429064e-05,,118.33387756347656,,0.22068758308887482,,0.2676957845687866,,,1.1597483158111572,,1.0,,0.31820768117904663,,,,,,,,,,,,,,,,,
13,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012226497754454613,0.028504690155386925,0.0,0.14003083109855652,1.0,0.3354238271713257,0.0,0.0,0.0002739797637332231,115.28142547607422,0.18458344042301178,0.40145814418792725,1.162371039390564,2.3611435890197754,1.0,0.3721368908882141
13,573,0.010956832207739353,,0.02674894593656063,,0.0,,0.12200075387954712,,1.0,,0.3290928900241852,,0.0,0.0,,,0.00017001881496980786,,117.25057983398438,,0.21509166061878204,,0.3062542676925659,,1.1872875690460205,1.9709542989730835,,1.0,,0.32991161942481995,,0.22907127439975739,,,,,,,,,,,,,,,,
