epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_geo_pred_pred_art_epoch,train/L_geo_pred_pred_art_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_trajectory_epoch,train/L_trajectory_m2,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,val/L_coord,val/L_geo_pred_pred_art,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_trajectory,val/L_trajectory_m2,val/L_vae_total,val/loss_total
0,9,,0.35321497917175293,,0.4752625823020935,,0.0,,0.7526284456253052,,0.7855688333511353,,0.6518173217773438,,,5.36824369430542,0.9797576069831848,,0.21435615420341492,,4.236103057861328,,,1.3150701522827148,,0.7855688333511353,,7.375906467437744,,,,,,,,,,,,,,
0,19,,0.2984849214553833,,0.5113363862037659,,0.0,,0.6154579520225525,,0.5968694090843201,,0.6614818572998047,,,5.274180889129639,1.9134116172790527,,0.26926881074905396,,4.592613697052002,,,1.19740629196167,,0.5968694090843201,,7.760721683502197,,,,,,,,,,,,,,
0,29,,0.2873481214046478,,0.4294275641441345,,0.0,,0.6309430599212646,,0.548760175704956,,0.6345788836479187,,,3.741024971008301,1.105594277381897,,0.20340792834758759,,3.4840312004089355,,,1.0911720991134644,,0.548760175704956,,5.906372547149658,,,,,,,,,,,,,,
0,39,,0.289140522480011,,0.4692087471485138,,0.0,,0.6438552141189575,,0.5536786317825317,,0.6378180980682373,,,2.9813902378082275,0.8164951801300049,,0.22462522983551025,,3.12418794631958,,,1.0481202602386475,,0.5536786317825317,,5.206576347351074,,,,,,,,,,,,,,
0,49,,0.2647298574447632,,0.4107508063316345,,0.0,,0.6353212594985962,,0.5305595397949219,,0.5973163843154907,,,2.9215312004089355,1.4818392992019653,,0.25364574790000916,,3.1196253299713135,,,0.96708083152771,,0.5305595397949219,,5.426900386810303,,,,,,,,,,,,,,
0,59,,0.2444050908088684,,0.39319050312042236,,0.0,,0.6363886594772339,,0.5082942247390747,,0.6106353402137756,,,3.1216654777526855,1.2357840538024902,,0.25498297810554504,,3.167243719100952,,,0.9436797499656677,,0.5082942247390747,,5.4008588790893555,,,,,,,,,,,,,,
0,69,,0.23730695247650146,,0.37931767106056213,,0.0,,0.6462680101394653,,0.3929400146007538,,0.552193820476532,,,2.181057929992676,0.4387245774269104,,0.18512003123760223,,3.228397846221924,,,0.8664805889129639,,0.3929400146007538,,4.402176856994629,,,,,,,,,,,,,,
0,79,,0.23860733211040497,,0.3752284646034241,,0.0,,0.6147786378860474,,0.41964322328567505,,0.5352810025215149,,,1.9700384140014648,0.6399281024932861,,0.15804021060466766,,2.805767059326172,,,0.8713629245758057,,0.41964322328567505,,4.164246082305908,,,,,,,,,,,,,,
0,89,,0.21542134881019592,,0.3867882788181305,,0.0,,0.6245017051696777,,0.38978612422943115,,0.5384590029716492,,,2.1793246269226074,0.5886415839195251,,0.12791848182678223,,3.017754554748535,,,0.8391035795211792,,0.38978612422943115,,4.299134254455566,,,,,,,,,,,,,,
0,99,,0.2277260422706604,,0.3592663109302521,,0.0,,0.6071838140487671,,0.40834540128707886,,0.4962024688720703,,,1.8748313188552856,0.708876371383667,,0.16647547483444214,,2.571295738220215,,,0.7378077507019043,,0.40834540128707886,,3.9352989196777344,,,,,,,,,,,,,,
