epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_hyp_ce_epoch,train/L_hyp_ce_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_point_map_epoch,train/L_point_map_step,train/L_screw_self_epoch,train/L_screw_self_step,train/L_screw_twist_gt_traj_epoch,train/L_screw_twist_gt_traj_step,train/L_twist_epoch,train/L_twist_step,train/L_vae_total_epoch,train/L_vae_total_step,train/L_wta_traj_epoch,train/L_wta_traj_step,train/loss_total_epoch,train/loss_total_step,train/twist_T,train/wta_win_0,train/wta_win_1,train/wta_win_2,train/wta_win_3,val/L_coord,val/L_hyp_ce,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_point_map,val/L_screw_self,val/L_screw_twist_gt_traj,val/L_twist,val/L_vae_total,val/L_wta_traj,val/loss_total
0,9,,0.2479601502418518,,1.360526442527771,,0.0,,0.5699344277381897,,0.0,,0.0,,0.77911376953125,,0.9369314908981323,,0.8825313448905945,,0.5894441604614258,,0.0,,0.02003634348511696,,2.3345611095428467,0.5,,,,,,,,,,,,,,,,,
0,19,,0.2124132364988327,,1.3737003803253174,,0.0,,0.5069476366043091,,0.0,,0.0,,0.5595731735229492,,0.8665216565132141,,0.8066629767417908,,0.594598650932312,,0.0,,0.021802213042974472,,2.097343921661377,0.5,,,,,,,,,,,,,,,,,
0,29,,0.20851176977157593,,1.3953142166137695,,0.0,,0.5056247711181641,,0.0,,0.0,,0.5613555312156677,,0.7938894629478455,,0.7931338548660278,,0.5822714567184448,,0.0,,0.015988584607839584,,2.012575149536133,0.5,,,,,,,,,,,,,,,,,
0,39,,0.22036102414131165,,1.411849856376648,,0.0,,0.5048063397407532,,0.0,,0.0,,0.531308114528656,,0.7633794546127319,,0.8073824048042297,,0.5872880220413208,,0.0,,0.02019520476460457,,2.0258522033691406,0.5,,,,,,,,,,,,,,,,,
0,49,,0.2016429454088211,,1.3889317512512207,,0.0,,0.5069754123687744,,0.0,,0.0,,0.5201901197433472,,0.7494289875030518,,0.7477765083312988,,0.5545730590820312,,0.0,,0.017369600012898445,,1.923677682876587,0.5,,,,,,,,,,,,,,,,,
0,59,,0.19740398228168488,,1.3776978254318237,,0.0,,0.5054193139076233,,0.0,,0.0,,0.4902094602584839,,0.7109969258308411,,0.6863450407981873,,0.5885316133499146,,0.0,,0.014971280470490456,,1.8689364194869995,0.5,,,,,,,,,,,,,,,,,
0,69,,0.19679641723632812,,1.3865885734558105,,0.0,,0.5060849785804749,,0.0,,0.0,,0.4937765300273895,,0.7044386863708496,,0.6975313425064087,,0.5832566022872925,,0.0,,0.017388595268130302,,1.8802471160888672,0.5,,,,,,,,,,,,,,,,,
0,79,,0.19731009006500244,,1.394063115119934,,0.0,,0.5050916075706482,,0.0,,0.0,,0.4390156865119934,,0.669684112071991,,0.7374110817909241,,0.6200243234634399,,0.0,,0.0224070493131876,,1.894204020500183,0.5,,,,,,,,,,,,,,,,,
0,89,,0.18536527454853058,,1.37363862991333,,0.0,,0.5047082304954529,,0.0,,0.0,,0.43527495861053467,,0.6616735458374023,,0.7060152292251587,,0.5890615582466125,,0.0,,0.016905054450035095,,1.82804536819458,0.5,,,,,,,,,,,,,,,,,
0,99,,0.2121385782957077,,1.384644865989685,,0.0,,0.5056893229484558,,0.0,,0.0,,0.4387653172016144,,0.6406145095825195,,0.6551663875579834,,0.5738265514373779,,0.0,,0.016737552359700203,,1.7937473058700562,0.5,,,,,,,,,,,,,,,,,
0,109,,0.18970969319343567,,1.4058811664581299,,0.0,,0.5037398338317871,,0.0,,0.0,,0.40246981382369995,,0.6179152131080627,,0.6775857210159302,,0.5650765895843506,,0.0,,0.01357236411422491,,1.7566940784454346,0.5,,,,,,,,,,,,,,,,,
0,119,,0.19617298245429993,,1.3950004577636719,,0.0,,0.5030599236488342,,0.0,,0.0,,0.4284060299396515,,0.607577383518219,,0.7188123464584351,,0.5404071807861328,,0.0,,0.018231268972158432,,1.7939773797988892,0.5,,,,,,,,,,,,,,,,,
0,129,,0.1981114149093628,,1.3931279182434082,,0.0,,0.5039390325546265,,0.0,,0.0,,0.40928784012794495,,0.60546875,,0.6310522556304932,,0.5910950899124146,,0.0,,0.01464771293103695,,1.745479702949524,0.5,,,,,,,,,,,,,,,,,
0,139,,0.18205097317695618,,1.387955665588379,,0.0,,0.5027928948402405,,0.0,,0.0,,0.41067183017730713,,0.5933269262313843,,0.619118869304657,,0.5607675313949585,,0.0,,0.019462112337350845,,1.7245161533355713,0.5,,,,,,,,,,,,,,,,,
0,149,,0.17284096777439117,,1.3942761421203613,,0.0,,0.5036583542823792,,0.0,,0.0,,0.4053827226161957,,0.5765119791030884,,0.6443605422973633,,0.5621718168258667,,0.0,,0.013511363416910172,,1.70452880859375,0.5,,,,,,,,,,,,,,,,,
0,159,,0.17859332263469696,,1.3871248960494995,,0.0,,0.5043812394142151,,0.0,,0.0,,0.3744738698005676,,0.5712472796440125,,0.590752899646759,,0.5186375379562378,,0.0,,0.017155613750219345,,1.650411605834961,0.5,,,,,,,,,,,,,,,,,
0,169,,0.1821276843547821,,1.374056100845337,,0.0,,0.5038742423057556,,0.0,,0.0,,0.38489025831222534,,0.5575619339942932,,0.6519646048545837,,0.4864356219768524,,0.0,,0.01470875833183527,,1.6466591358184814,0.5,,,,,,,,,,,,,,,,,
0,179,,0.18763458728790283,,1.377424716949463,,0.0,,0.5033652782440186,,0.0,,0.0,,0.40064847469329834,,0.5381337404251099,,0.6224163174629211,,0.5608436465263367,,0.0,,0.014410510659217834,,1.6735036373138428,0.5,,,,,,,,,,,,,,,,,
0,189,,0.20354613661766052,,1.3890868425369263,,0.0,,0.5043817758560181,,0.0,,0.0,,0.39938148856163025,,0.5331286191940308,,0.6092345118522644,,0.5547877550125122,,0.0,,0.017004739493131638,,1.6808079481124878,0.5,,,,,,,,,,,,,,,,,
0,199,,0.19329525530338287,,1.3777306079864502,,0.0,,0.5027614235877991,,0.0,,0.0,,0.4148487150669098,,0.5132225751876831,,0.5851931571960449,,0.5279064774513245,,0.0,,0.018865764141082764,,1.6579365730285645,0.5,,,,,,,,,,,,,,,,,
0,209,,0.19905999302864075,,1.3774995803833008,,0.0,,0.5033564567565918,,0.0,,0.0,,0.3888382017612457,,0.495588093996048,,0.5799090266227722,,0.4884706735610962,,0.0,,0.014657793566584587,,1.5932828187942505,0.5,,,,,,,,,,,,,,,,,
0,219,,0.18204113841056824,,1.368499517440796,,0.0,,0.5035207867622375,,0.0,,0.0,,0.3739930987358093,,0.4850272238254547,,0.6229673027992249,,0.5059711933135986,,0.0,,0.016208412125706673,,1.607224464416504,0.5,,,,,,,,,,,,,,,,,
0,229,,0.17325730621814728,,1.4005706310272217,,0.0,,0.5033154487609863,,0.0,,0.0,,0.3663659393787384,,0.46706101298332214,,0.6607831716537476,,0.5051894187927246,,0.0,,0.01934388093650341,,1.6180737018585205,0.5,,,,,,,,,,,,,,,,,
0,239,,0.16814656555652618,,1.3692023754119873,,0.0,,0.503934383392334,,0.0,,0.0,,0.36380523443222046,,0.48542454838752747,,0.621986448764801,,0.5341029763221741,,0.0,,0.013964562676846981,,1.5934176445007324,0.5,,,,,,,,,,,,,,,,,
0,249,,0.15922105312347412,,1.3781203031539917,,0.0,,0.5035666823387146,,0.0,,0.0,,0.3418046236038208,,0.4589424133300781,,0.6041918396949768,,0.5054843425750732,,0.0,,0.01857968047261238,,1.5660016536712646,0.5,,,,,,,,,,,,,,,,,
0,259,,0.17330211400985718,,1.3651056289672852,,0.0,,0.5030121803283691,,0.0,,0.0,,0.359062135219574,,0.4529273211956024,,0.5489767789840698,,0.4792696535587311,,0.0,,0.01792164519429207,,1.5306403636932373,0.5,,,,,,,,,,,,,,,,,
0,269,,0.16445517539978027,,1.3717827796936035,,0.0,,0.5035274624824524,,0.0,,0.0,,0.3531792461872101,,0.45429083704948425,,0.5450134873390198,,0.5186631679534912,,0.0,,0.01326759997755289,,1.522099494934082,0.5,,,,,,,,,,,,,,,,,
0,279,,0.17415596544742584,,1.3702552318572998,,0.0,,0.5037662982940674,,0.0,,0.0,,0.3356398940086365,,0.44318026304244995,,0.4971331059932709,,0.46979570388793945,,0.0,,0.013533234596252441,,1.4610819816589355,0.5,,,,,,,,,,,,,,,,,
0,289,,0.17519575357437134,,1.3950673341751099,,0.0,,0.5032359957695007,,0.0,,0.0,,0.35457471013069153,,0.4648294150829315,,0.607040286064148,,0.4587469696998596,,0.0,,0.015768980607390404,,1.549246072769165,0.5,,,,,,,,,,,,,,,,,
0,299,,0.17262224853038788,,1.393249750137329,,0.0,,0.5047523379325867,,0.0,,0.0,,0.35564982891082764,,0.43692004680633545,,0.5783316493034363,,0.45772820711135864,,0.0,,0.019526775926351547,,1.5381537675857544,0.5,,,,,,,,,,,,,,,,,
0,309,,0.17383012175559998,,1.359431505203247,,0.0,,0.5036265254020691,,0.0,,0.0,,0.3428097367286682,,0.42936813831329346,,0.5063062906265259,,0.47337818145751953,,0.0,,0.013220366090536118,,1.4593589305877686,0.5,,,,,,,,,,,,,,,,,
0,319,,0.15221244096755981,,1.3695979118347168,,0.0,,0.5044140815734863,,0.0,,0.0,,0.3403974771499634,,0.42530450224876404,,0.508703887462616,,0.4737069010734558,,0.0,,0.01744726300239563,,1.461525559425354,0.5,,,,,,,,,,,,,,,,,
0,329,,0.15977156162261963,,1.3653066158294678,,0.0,,0.504193902015686,,0.0,,0.0,,0.3516457676887512,,0.41247686743736267,,0.5331767201423645,,0.43857795000076294,,0.0,,0.015102289617061615,,1.4594062566757202,0.5,,,,,,,,,,,,,,,,,
0,339,,0.1537197232246399,,1.3955715894699097,,0.0,,0.5030717253684998,,0.0,,0.0,,0.3290247619152069,,0.4098171889781952,,0.541340172290802,,0.43966972827911377,,0.0,,0.0165032260119915,,1.4538494348526,0.5,,,,,,,,,,,,,,,,,
0,349,,0.15316501259803772,,1.3852131366729736,,0.0,,0.5036779642105103,,0.0,,0.0,,0.32620441913604736,,0.40150758624076843,,0.47981518507003784,,0.3845658600330353,,0.0,,0.018549688160419464,,1.3969318866729736,0.5,,,,,,,,,,,,,,,,,
