epoch,step,train/L_cf_derivative_epoch,train/L_cf_derivative_step,train/L_cf_position_epoch,train/L_cf_position_step,train/L_coord_epoch,train/L_coord_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_traj_proj_epoch,train/L_traj_proj_step,train/L_trajectory_epoch,train/L_trajectory_m2,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/arctic/loss_total,train/epic/loss_total,train/hoi4d/loss_total,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,train/sf3d/loss_total,val/L_cf_derivative,val/L_cf_position,val/L_coord,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_traj_proj,val/L_trajectory,val/L_trajectory_m2,val/L_vae_total,val/arctic/loss_total,val/epic/loss_total,val/hoi4d/loss_total,val/loss_total,val/sf3d/loss_total
0,9,,1.978849172592163,,2.038853883743286,,0.29843801259994507,,0.0,,0.8425041437149048,,0.7462273836135864,,0.7699889540672302,,,5.566891670227051,1.2845666408538818,,0.2738390564918518,,4.177739143371582,,8.333683967590332,,,1.4975320100784302,,0.7462273836135864,,,,,9.018951416015625,,,,,,,,,,,,,,,,,,,,,,
0,19,,1.5062665939331055,,1.550370216369629,,0.22988711297512054,,0.0,,7.790836334228516,,1.0,,0.6831403374671936,,,0.0,0.0,,0.08959454298019409,,4.690825462341309,,3.7195262908935547,,,21.692420959472656,,1.0,,,,,8.557107925415039,,,,,,,,,,,,,,,,,,,,,,
0,29,,1.3359694480895996,,1.3926571607589722,,0.1268572062253952,,0.0,,1.4986492395401,,1.0,,0.6509863138198853,,,0.0,0.0,,205.15982055664062,,4.769815444946289,,3.061581611633301,,,1.1639938354492188,,1.0,,,,,5.0539445877075195,,,,,,,,,,,,,,,,,,,,,,
0,39,,1.453437089920044,,1.5153883695602417,,0.11477266252040863,,0.0,,1.653425693511963,,1.0,,0.6733044385910034,,,0.0,0.0,,195.94284057617188,,3.892670154571533,,2.8933753967285156,,,1.0891337394714355,,1.0,,,,,4.613774299621582,,,,,,,,,,,,,,,,,,,,,,
0,49,,1.352721095085144,,1.3839640617370605,,0.2421587109565735,,0.0,,0.586782693862915,,0.7189474105834961,,0.6576254367828369,,,2.8100945949554443,0.9503484964370728,,0.2104487270116806,,3.8223180770874023,,3.0905842781066895,,,1.1141839027404785,,0.7189474105834961,,,,,6.383326053619385,,,,,,,,,,,,,,,,,,,,,,
0,59,,1.032318353652954,,1.0519028902053833,,0.22376304864883423,,0.0,,0.6506668329238892,,0.5668267011642456,,0.6211840510368347,,,4.4221086502075195,0.5275486707687378,,0.19731426239013672,,3.6399736404418945,,2.378335952758789,,,0.9642729163169861,,0.5668267011642456,,,,,6.476595878601074,,,,,,,,,,,,,,,,,,,,,,
0,69,,1.3472704887390137,,1.3449714183807373,,0.24933969974517822,,0.0,,0.5908947587013245,,0.5560265779495239,,0.5714291930198669,,,3.727031707763672,0.4646278917789459,,0.20166116952896118,,4.02242374420166,,4.566837310791016,,,0.8181031942367554,,0.5560265779495239,,,,,6.536688804626465,,,,,,,,,,,,,,,,,,,,,,
0,79,,1.6882731914520264,,1.7777059078216553,,0.09693758189678192,,0.0,,1.0500335693359375,,1.0,,0.6161330938339233,,,0.0,0.0,,204.29214477539062,,3.211320638656616,,1.6756287813186646,,,1.1164613962173462,,1.0,,,,,3.3250269889831543,,,,,,,,,,,,,,,,,,,,,,
0,89,,1.4273622035980225,,1.4699227809906006,,0.2362719476222992,,0.0,,0.6200721263885498,,0.621491551399231,,0.5176968574523926,,,3.345820665359497,1.2455679178237915,,0.3075239062309265,,3.394268751144409,,1.0581836700439453,,,1.1788243055343628,,0.621491551399231,,,,,6.614279747009277,,,,,,,,,,,,,,,,,,,,,,
0,99,,1.175932765007019,,1.2001664638519287,,0.19432073831558228,,0.0,,1.368491768836975,,1.007498860359192,,0.5642187595367432,,,4.278214454650879,0.2026626169681549,,0.0665808618068695,,3.76948618888855,,3.3028135299682617,,,25.172792434692383,,1.007498860359192,,,,,4.599665641784668,,,,,,,,,,,,,,,,,,,,,,
0,109,,0.7620874643325806,,0.7555685639381409,,0.18754351139068604,,0.0,,1.3466458320617676,,1.03764009475708,,0.5205466151237488,,,3.7016725540161133,0.18286576867103577,,0.06097959727048874,,3.816037178039551,,3.061537981033325,,,19.962299346923828,,1.03764009475708,,,,,4.466155529022217,,,,,,,,,,,,,,,,,,,,,,
0,119,,0.8500708341598511,,0.8620704412460327,,0.22942176461219788,,0.0,,0.5713317394256592,,0.4265120029449463,,0.44267964363098145,,,3.783764600753784,1.0366789102554321,,0.17656010389328003,,2.6749515533447266,,2.600238084793091,,,0.7394350171089172,,0.4265120029449463,,,,,5.533020496368408,,,,,,,,,,,,,,,,,,,,,,
0,129,,1.0410438776016235,,1.048948049545288,,0.2543887794017792,,0.0,,0.6086404919624329,,0.4087676405906677,,0.4207245409488678,,,2.9787166118621826,0.7287114262580872,,0.22579771280288696,,2.91287899017334,,0.9769159555435181,,,0.7569151520729065,,0.4087676405906677,,,,,5.31826114654541,,,,,,,,,,,,,,,,,,,,,,
0,139,,0.6198280453681946,,0.6478105783462524,,0.20301274955272675,,0.0,,1.319943904876709,,1.0370399951934814,,0.43635398149490356,,,3.8220512866973877,0.1677534133195877,,0.0816788524389267,,3.20788311958313,,1.3923388719558716,,,6.883936882019043,,1.0370399951934814,,,,,3.27976655960083,,,,,,,,,,,,,,,,,,,,,,
0,149,,1.024193286895752,,1.0091664791107178,,0.15680429339408875,,0.0,,1.1615872383117676,,1.0798734426498413,,0.3293685019016266,,,3.9028730392456055,0.2303105741739273,,0.06681589037179947,,3.4792892932891846,,1.2017964124679565,,,4.696436882019043,,1.0798734426498413,,,,,3.1644229888916016,,,,,,,,,,,,,,,,,,,,,,
