epoch,step,train/L_coord_epoch,train/L_coord_step,train/L_geo_pred_pred_art_epoch,train/L_geo_pred_pred_art_step,train/L_kld_epoch,train/L_kld_step,train/L_mask_epoch,train/L_mask_step,train/L_motion_recon_epoch,train/L_motion_recon_step,train/L_motion_type_epoch,train/L_motion_type_step,train/L_origin_epoch,train/L_origin_map_epoch,train/L_origin_map_step,train/L_origin_step,train/L_point_3d_epoch,train/L_point_3d_step,train/L_point_map_epoch,train/L_point_map_step,train/L_traj_angle_epoch,train/L_traj_angle_step,train/L_traj_length_epoch,train/L_traj_length_step,train/L_traj_velocity_epoch,train/L_traj_velocity_step,train/L_trajectory_epoch,train/L_trajectory_m2,train/L_trajectory_step,train/L_vae_total_epoch,train/L_vae_total_step,train/loss_total_epoch,train/loss_total_step,train/p_rev_mean,val/L_coord,val/L_geo_pred_pred_art,val/L_kld,val/L_mask,val/L_motion_recon,val/L_motion_type,val/L_origin,val/L_origin_map,val/L_point_3d,val/L_point_map,val/L_traj_angle,val/L_traj_length,val/L_traj_velocity,val/L_trajectory,val/L_trajectory_m2,val/L_vae_total,val/loss_total
0,9,,0.3427175283432007,,0.49038130044937134,,0.0,,0.8620877265930176,,0.8146446347236633,,0.6394914388656616,,,5.529822826385498,1.1983118057250977,,0.2800672650337219,,4.759407997131348,,1.015589714050293,,0.25886601209640503,,0.29917582869529724,,,1.3711767196655273,,0.8146446347236633,,8.884305953979492,,,,,,,,,,,,,,,,,,
0,19,,0.35588976740837097,,0.5255125761032104,,0.0,,0.6169204711914062,,0.6577408313751221,,0.6313132643699646,,,4.893227577209473,0.5285384058952332,,0.2792303264141083,,4.878422737121582,,0.985172688961029,,0.1813926249742508,,0.22145813703536987,,,1.174950122833252,,0.6577408313751221,,7.865408420562744,,,,,,,,,,,,,,,,,,
0,29,,0.33119016885757446,,0.4769478440284729,,0.0,,0.6502827405929565,,0.43984946608543396,,0.5864608287811279,,,2.9470856189727783,1.0283458232879639,,0.21959470212459564,,3.781064033508301,,0.9661706686019897,,0.14257843792438507,,0.18257126212120056,,,1.1093677282333374,,0.43984946608543396,,6.3312602043151855,,,,,,,,,,,,,,,,,,
0,39,,0.2696825861930847,,0.4654301106929779,,0.0,,0.6602126359939575,,0.5469759106636047,,0.5747960805892944,,,3.373582124710083,1.153211236000061,,0.23473601043224335,,3.2328500747680664,,0.9670416116714478,,0.12386241555213928,,0.1630721092224121,,,1.1314501762390137,,0.5469759106636047,,6.343815326690674,,,,,,,,,,,,,,,,,,
0,49,,0.2967524230480194,,0.447313129901886,,0.0,,0.6363652348518372,,0.46222054958343506,,0.554102897644043,,,4.852081298828125,1.0327242612838745,,0.2113284319639206,,3.0477232933044434,,0.9701797366142273,,0.11523499339818954,,0.15597137808799744,,,0.9866642951965332,,0.46222054958343506,,6.783390998840332,,,,,,,,,,,,,,,,,,
0,59,,0.24654577672481537,,0.40092870593070984,,0.0,,0.6453108787536621,,0.4417419135570526,,0.5334314107894897,,,2.726956605911255,0.5607299208641052,,0.15294229984283447,,3.155068874359131,,0.9515778422355652,,0.10191453248262405,,0.13969765603542328,,,0.9818124771118164,,0.4417419135570526,,5.428806781768799,,,,,,,,,,,,,,,,,,
0,69,,0.24582621455192566,,0.3867010474205017,,0.0,,0.6349225044250488,,0.2984005808830261,,0.4952719807624817,,,2.193075656890869,0.7636334300041199,,0.1676095426082611,,3.060514450073242,,0.9201622009277344,,0.1000756248831749,,0.13677574694156647,,,0.8985474109649658,,0.2984005808830261,,5.0644659996032715,,,,,,,,,,,,,,,,,,
0,79,,0.24894802272319794,,0.35952213406562805,,0.0,,0.6583784818649292,,0.43962693214416504,,0.4404919743537903,,,2.059907913208008,0.46287646889686584,,0.16992537677288055,,2.978971481323242,,0.9264640808105469,,0.09335949271917343,,0.13094070553779602,,,0.9173877239227295,,0.43962693214416504,,4.865062236785889,,,,,,,,,,,,,,,,,,
0,89,,0.2794094979763031,,0.34120550751686096,,0.0,,0.6228621006011963,,0.3256591558456421,,0.4733162522315979,,,1.6180188655853271,0.20236146450042725,,0.19517271220684052,,2.5979344844818115,,0.9183294177055359,,0.08970994502305984,,0.1266099512577057,,,0.8590349555015564,,0.3256591558456421,,4.2516350746154785,,,,,,,,,,,,,,,,,,
0,99,,0.22922702133655548,,0.3681371510028839,,0.0,,0.6371582746505737,,0.2928813099861145,,0.441077321767807,,,1.7927497625350952,0.7020470499992371,,0.2014932483434677,,2.805966377258301,,0.907825767993927,,0.08881093561649323,,0.1265687793493271,,,0.8489184379577637,,0.2928813099861145,,4.637460231781006,,,,,,,,,,,,,,,,,,
